,id,name,Arrondissemnt,Coor_x,Coor_y,Status,Dommages,Commentaire,Précision,Date
10,IQQYHH,Banc-reposoir napoléonien,Saverne,7.478979332958212,48.81308881963122,bon,5.0,éléments en grès en partie haute refait,Banc-reposoir napoléonien (cad. 399/23 16) : inscription par arrêté du 9 mai 1988,2018-12-31
11,I94XYJ,Ancienne chapelle castrale Saint-Georges et halle aux blés,Saverne,7.48337370967847,48.8249229637279,bon,50.0,Campagne de restauration 2013,Façades et toitures (cad. BC 160) : inscription par arrêté du 20 septembre 1972,2018-12-31
12,IDT5WX,Eglise catholique Saint-Léger,Saverne,7.47843190523479,48.8230200470311,mauvais,,"Enduits, couverture et joints clocher dégradés. Mérule (sacristie). Humidité. Tvx prévus 2018/19.","Les façades et toitures de la maison ainsi que le salon occupant la rotonde centrale avec son décor de stucs et sa frise peinte ; le jardin avec l'ensemble des aménagements et des constructions : portail d'entrée, serre, murs de soutènement, escalier, ainsi que les aménagements hydrauliques (fontaine, bassin), à l'exclusion de la maison d'amis ; les façades et toitures de la maison du gardien et de sa dépendance (cad. AL 15, 16, 105, 122 à 126) : inscription par arrêté du 25 octobre 2016",2018-12-31
13,ITL59I,Eglise protestante,Saverne,7.48067055052529,48.8240655006369,moyen,100.0,Assainissement des façades à prévoir. Glacis à reprendre. Intérieurs non visités.,"Château ; les deux dépendances ; portail monumental (cad. A 79, 12) : inscription par arrêté du 10 décembre 1990",2018-12-31
14,I9RP9U,Hôtel de Ville,Saverne,7.48255744744871,48.825080347706,moyen,,Enduit cimenté non adapté.,Eglise et calvaire situé contre le côté Est (cad. E 165) : inscription par arrêté du 17 juin 1947,2018-12-31
15,INDFA9,Jardin de l'Hôpital,Saverne,7.48423742328912,48.8240474994063,péril,20.0,Bassins et statue très dégradés. Risques de chute de pierre. ,Voir : Cité religieuse (PA46000020),2018-12-31
16,IBT8KL,Maison,Saverne,7.48143669711811,48.8238177783461,bon,0.0,,Menhir de Betudo : inscription par arrêté du 22 septembre 1969,2018-12-31
17,IE7O6P,Maison,Saverne,7.4813465153921,48.8240046724281,moyen,0.0,Assainissement des façades (enduit et peinture non adaptés) et travaux de couverture à prévoir.,Façades et toiture : inscription par arrêté du 16 octobre 1930,2018-12-31
18,IZS7YS,Maison,Saverne,7.4812797606578,48.8240521142195,bon,,,Façade sur rue et toiture : inscription par arrêté du 16 octobre 1930,
19,IUFOUV,Maison,Saverne,7.48100108954596,48.824459446073,péril,20.0,Sous-face du porche: dégradation avancé (risque d'effondrement). Couverture mauvais état.,"Le fortin en totalité avec le mur sud-est constituant la limite de la parcelle AB 172 et de la parcelle AB 187, ainsi que le terrain d'assise (cad. AB 36, 37 - lots 1 à 5 -, 165, 168, 172, 174 à 176, 187, lieudit Girolata, cf plan annexé à l'arrêté) : classement par arrêté du 23 octobre 2013",2017-12-31
20,IESIVV,Maison,Saverne,7.48102433929999,48.824629068291,moyen,0.0,Grès dégradés. Enduits à reprendre. ,Oriel : inscription par arrêté du 16 octobre 1930,2018-12-31
21,ISK3J9,Maison,Saverne,7.47982145227047,48.8238927535147,bon,,Remontées capillaires soubassements.,Façades et toitures du bâtiment principal et de l'avant-corps : inscription par arrêté du 16 octobre 1930,
22,ILJLUM,Maison,Saverne,7.4817106745410005,48.8250870743956,moyen,5.0,Remontées capillaires soubassements. Enduits à contrôler.,Caserne en totalité (cad. BK 216) : inscription par arrêté du 7 novembre 2000,2018-12-31
23,IGQRPG,Maison,Saverne,7.4801291853036,48.8244547061172,bon,,Remontées capillaires (soubassements),Maison de la Duchesse Anne (cad. AC 21) : inscription par arrêté du 17 avril 1931,2018-12-31
24,ITGHUX,Ancienne synagogue,Saverne,7.48011056659273,48.8255483360552,bon,10.0,Mur de clôture: grès dégradés,"Porte en face de l'église : inscription par arrêté du 18 mars 1926 ; Bassins, sols des jardins et murs de soutènement (cad. D 385) : inscription par arrêté du 5 août 1994",2018-12-31
25,IUFWA6,Ferme Jacob,Saverne,7.55854463154406,48.8195677717037,bon,,Salissures façades.,"Moulin (extérieur et intérieur, y compris le mécanisme) et sa digue, sur le Dourduff (cad. C 235) : inscription par arrêté du 29 août 1988",
26,I70SA7,Eglise simultanée Saint-Jacques-le-Majeur,Saverne,7.46574298291353,48.7535212718029,bon,0.0,,"Les monuments funéraires de la famille de Rosen, situés dans le clocher de l'église : inscription par arrêté du 16 décembre 1936",2018-12-31
27,IB8AGZ,Ancien château Streif de Lauenstein ,Saverne,7.04758289579627,48.8779496589602,moyen,90.0,"Mur d'enceinte et tours en mauvais état, décors peints intérieurs à restaurer",Façade : inscription par arrêté du 22 février 1927,2018-12-31
28,I3LKH3,Eglise protestante,Saverne,7.15196933828692,48.951854656207416,moyen,,"Tour restaurée 2017. Remontées capillaires, efflorescences salines, infiltration d'eau",Eglise protestante : classement par arrêté du 28 novembre 1877,
29,IU4RK1,Eglise protestante,Saverne,7.18695342506795,48.9403025646555,bon,5.0,Restauration façades et couvertures en 2015.,Voir commune de : Neuve-Lyre (La),2018-12-31
30,IZ3RE3,Domaine,Saverne,7.18893635797112,48.8658711989925,mauvais,80.0,,"Maison de la chanoinesse des Bénédictines de Saint-Laurent (ancienne), contiguë à l'église Saint-Bonnet (cad. HX 128) : classement par arrêté du 15 novembre 1913",2018-12-31
31,IV3JZ7,Vestiges de l'ancienne abbaye de Graufthal,Saverne,7.28109934480604,48.8196371776715,mauvais,15.0,Vestiges semi enterrés. Vestiges en élévation fortement dégradés. Démontage été 2018 (archéo),Abbaye de Graufthal (vestiges de l'ancienne) (cad. C 708) : inscription par arrêté du 8 octobre 1984,2018-12-31
32,I8WUSR,Maisons troglodytiques de Graufthal,Saverne,7.27999858360265,48.81992100007797,moyen,10.0,"site fortement impacté par l'humidité, massif rocheux relativement stable",Croix du 18s : inscription par arrêté du 1er février 1929,2018-12-31
33,IPNS1Q,Grande croix de cimetière ,Saverne,7.58520376814231,48.8137377951442,moyen,,"Purge ragréages cimentés, nettoyage, application biocide nivellement préconisés",Croix de cimetière (Grande) : inscription par arrêté du 28 juillet 1937,2018-12-31
34,IKTK3A,Chapelle Sainte-Marguerite,Saverne,7.55752774150683,48.6340588831448,bon,70.0,"Menuiseries PVC. Protection ouverture du clocher, entretien et passivation métallerie à prévoir. ",Façades et toitures ; grand escalier et sa cage ; partie dessinée des jardins (cad. B 10) : inscription par arrêté du 11 juillet 1969,2018-12-31
35,IMUX0C,Banc-reposoir napoléonien,Saverne,7.4940079454143,48.8027700143577,bon,10.0,parties en grès éclatées mais stabilisées,Banc-reposoir napoléonien (cad. IV 115) : inscription par arrêté du 9 mai 1988,2018-12-31
36,IPCIP8,Ruines du château du Grand-Geroldseck ,Saverne,7.3323425779358615,48.718639008561055,mauvais,,"Restauration du mur du palas 2018 - Zones très instables, majorité des élévations à consolider",Eglise : classement par arrêté du 8 avril 1933,2018-12-31
37,I2C4XF,Ruines du château du Petit-Geroldseck,Saverne,7.332247924332149,48.714695656106585,mauvais,80.0,Pierres instables. Traitement des arases à prévoir.,"Tour (cad. AW 155, 160) : inscription par arrêté du 19 février 1926",2018-12-31
38,IOAMYY,Banc-reposoir napoléonien,Saverne,7.02456171814186,48.9364293278017,moyen,50.0,"Présence de lichens, nombreuses épaufrures.",Croix (cad. ZH 42) : inscription par arrêté du 30 mai 1927,2018-12-31
39,ICVLWZ,Eglise protestante,Saverne,7.03902450916522,48.9339166428196,bon,5.0,Remontées capillaires façade principale. Intérieurs non visités,Eglise protestante : classement par arrêté du 10 juillet 1926,2018-12-31
40,IDXH1X,Chapelle Saint-Wendelin,Saverne,7.5664819073929,48.7573067589239,bon,20.0,Révision de la couverture à prévoir (tuiles dans la gouttière) et efflorescences salines bas façades,Chapelle Saint-Wendelin (cad. 6 32) : inscription par arrêté du 19 février 1982,2018-12-31
41,IO0OEN,Eglise Saints-Pierre-et-Paul,Saverne,7.61641338225657,48.7124296945761,mauvais,0.0,Humidité et salpêtre sur les ex-voto. Infiltrations d'eau. Projet de travaux en cours. ,Eglise Saint-Pierre-et-Paul : classement par arrêté du 6 décembre 1898,2018-12-31
42,IC20HI,Hôtel de Ville,Saverne,7.47986068097395,48.8716264970615,,3.0,,"Plaque avec inscription commémorative, encastrée dans le vestibule de la mairie : inscription par arrêté du 21 avril 1934",2018-12-31
43,I01QT1,Cimetière et sa chapelle,Saverne,7.44941242388975,48.6962058425836,moyen,,Enduits et joints du murs de clôture durs. Révision couverture à prévoir.,Façades et toitures du château proprement dit ; escalier d'entrée à vis de la tour Nord ; ancienne chapelle ; remparts subsistants ; pigeonnier ; anciennes écuries voûtées (cad. D 518) : inscription par arrêté du 24 décembre 1990,
44,I269AR,Chapelle Sainte-Barbe,Saverne,7.52085516087191,48.6450647618566,moyen,50.0,Remontées capillaires en partie basse des façades.,"Le monument aux morts en totalité, sa grille ainsi que l'îlot où se trouve le monument (cad. AC, non cadastré, domaine public, cf plan annexé à l'arrêté) : inscription par arrêté du 21 octobre 2014",2018-12-31
45,IIAZ8R,Eglise catholique Saint-Jacques-le-Majeur,Saverne,7.5281482657739,48.6437539673295,bon,10.0,Salissures.,Eglise (cad. B 407) : classement par arrêté du 14 mars 1944,2018-12-31
46,IOLOCE,Forteresse,Saverne,7.48707758493173,48.9211470060801,mauvais,0.0,"Tvx 2017/18 pont couv tour horloge, stabilisation parement rocher central, tours jumelles et parapet",Forteresse : classement par arrêté du 1er mai 1878,2018-12-31
47,IQR4NA,Banc-reposoir napoléonien,Saverne,7.39627450992149,48.6935861564888,bon,40.0,présence de mousses,"Façades et toitures ; galeries du cloître ; mur subsistant de la chapelle fermant la cour du cloître (cad. AL 158) : inscription par arrêté du 9 mars 1979 - Sol de la parcelle AL 158 ; façades et toitures de tous les éléments bâtis du lycée de 1887, à l'exclusion du logement de fonction construit en 1987 (cad. AL 184, 185, 186) : inscription par arrêté du 2 mars 2000 - Portail de l'ancien couvent des Cordeliers, 42, rue Saint-Michel (cad. AL 31) ; sol des parcelles AL 30 et AL 31 : inscription par arrêté du 2 mars 2000",2016-12-31
48,I19JCS,Eglise catholique Saint-Jacques-le-Majeur,Saverne,7.41539469411619,48.6971693187862,,30.0,,Château en totalité (cad. BC 8) : inscription par arrêté du 14 septembre 2001,2018-12-31
49,I3EAKQ,Eglise catholique Saint-Laurent,Saverne,7.17697398669377,48.9519911190314,moyen,35.0,Efflorescences salines. Restauration des bandeaux du clocher à prévoir. Int. non vus.,Eglise de Soilly : classement par arrêté du 10 janvier 1920,2018-12-31
50,I1XR52,Thermes gallo-romains,Saverne,7.17889774311239,48.9239887022999,moyen,30.0,Arases traitées par chape ciment. Restauration à prévoir d'un des hypocaustes (chute de dalle grès) ,Façades et toitures : inscription par arrêté du 26 juillet 1930,2018-12-31
51,ITJNVT,Abbaye bénédictine (ancienne),Saverne,7.3798216,48.6907971,bon,40.0,"Travaux récents réalisés en 2014 immeuble inscrit, Eglise Abbatiale Saint-Etienne chéneau à revoir.",Moulin de Saint-Angel (cad. D 319) : inscription par arrêté du 11 août 1975,2018-12-31
52,IOTVXL,Banc-reposoir napoléonien,Saverne,7.35849637418888,48.7002354660392,bon,20.0,"Présence de champignon lichenisants, modification de l'altimétrie du sol d'origine",Banc-reposoir napoléonien (cad. 41 44) : inscription par arrêté du 9 mai 1988,2018-12-31
53,I1AJ40,Cimetière ,Saverne,7.3815420661227,48.6879720794672,mauvais,0.0,"Diag 2017. Fondations découvertes, désordres charpente, enduits ciments, efflorescences, remontées. ",Façade et toiture sur rue : inscription par arrêté du 30 décembre 1977,2018-12-31
54,IHRXJJ,Eglise de Sindelsberg,Saverne,7.36766466170705,48.697504088092,bon,,"Reprise au mortier hydraulisé pour les soubassements, pignon adossé à la Nef présence d'algues",Choeur de l'église et le monument funéraire de l'Abbé Girbert adossé au mur de la nef : inscription par arrêté du 25 avril 1935,
55,I1UEK3,Musée d'Arts et Traditions populaires,Saverne,7.38069272949859,48.690481380487,bon,15.0,Enrobé en pied d'édifice,Façades avec oriel et toiture : inscription par arrêté du 11 mai 1932 ; Oriel ; plafonds peints polychromes du rez-de-chaussée (cad. E 570) : inscription par arrêté du 20 décembre 1988,2018-12-31
56,IZWY8G,Château (vestiges),Saverne,7.62986289752555,48.7060321585303,,,,Vestiges du château y compris les façades et toitures de la tour subsistante (cad. 2 51/15) : inscription par arrêté du 3 avril 1984,2018-12-31
57,INON6N,Eglise protestante,Saverne,7.5504336,48.8825303,,20.0,,Eglise : inscription par arrêté du 18 mars 1926,2018-12-31
58,IGVD44,Abbaye bénédictine (ancienne),Saverne,7.40543366879305,48.8234853887913,moyen,0.0,travaux de couverture à prévoir,"Eglise Saint-Pierre-et-Paul : classement par liste de 1840 ; Salle du chapitre et cloître (restes) : classement par liste de 1862 ; Façades, toitures et cellier : inscription par arrêté du 16 juillet 1987",2018-12-31
59,I6M6HA,Eglise Saint-Adelphe,Saverne,7.4020074,48.8244665,moyen,50.0,,Menhir du Croc (cad. ZC 10) : inscription par arrêté du 17 juillet 1991,2018-12-31
60,IUT1B7,Fontaine,Saverne,7.40469881690352,48.823829569108,mauvais,20.0,"cuve non étanche,joints à reprendre et fissures.présence de ciment et efflorescence saline",Façades et toiture : inscription par arrêté du 11 juillet 1942,2018-12-31
61,IV2BGX,Hôtel de la Prévôté du Chapître (ancien),Saverne,7.4042750206885,48.8237011685153,moyen,5.0,Façade principale présente quelques pathologies liées à la présence de ciment et de végétation,"Bâtiments et sol (cad. 467BI 67) : inscription par arrêté du 31 décembre 1993 ; Mur de clôture, ainsi que les parcelles (sol et sous-sol) 467BI 59 à 62, 64 à 66, 85, 87, 90 : classement par arrêté du 18 juillet 1994",2018-12-31
62,IP22LM,Mairie,Saverne,7.40517183480987,48.824240744369,bon,100.0,Bâtiment en fonction il fait l'objet de campagne régulière de travaux d'entretien,Eglise Saint-Valérien : classement par arrêté du 13 avril 1907,2018-12-31
63,IWX9WO,Maison,Saverne,7.40462254121817,48.8244654444895,moyen,80.0,enduit en parties basses à reprendre et entretient sur les éléments en pierre de taille + couverture,"Façades y compris les vantaux de porte, couvertures du bâtiment sur rue qui dépend de l'hôtel : inscription par arrêté du 13 mars 1944",2018-12-31
64,INJ14D,Maison,Saverne,7.40291598289312,48.824447292598,moyen,0.0,Tvx couverture sans autorisation. Enduits à prévoir.,Eglise (cad. F 666) : inscription par arrêté du 4 août 1951,2018-12-31
65,I0D1BN,Maison,Saverne,7.40318174631605,48.8244633253795,moyen,100.0,Enduits à prévoir.,"L'ancien couvent en totalité, sur l'assiette historique du terrain de l'enclos monastique : bâtiments conventuels, chapelle, aire du cloître, arcades et galeries, portails et bâtiments sur la rue de l'Hôpital (cad. 01 231, 232) : inscription par arrêté du 6 février 2009",2018-12-31
66,IXIBU4,Monument du général Clarke,Saverne,7.39846162023027,48.8212604992962,mauvais,20.0,"aucun travaux d'entretien, présence de mousse et quelques fissures sur le socle de la colone",Monument du général Clarke : classement par arrêté du 6 novembre 1948,2018-12-31
67,I0BZL7,Puits,Saverne,7.40305782245385,48.8244160283438,moyen,,,Parties de l'ancienne église Saint-Laurent et des bâtiments du prieuré Saint-Laurent (cad. A 172 à 174 et parcelle non cadastrée située sur l'emplacement de l'ancienne nef entre les parcelles 619 et 173) : classement par arrêté du 18 juillet 1996,2018-12-31
68,I2DMAL,Mairie,Saverne,7.12844804687145,48.9992518848229,,0.0,,L'église en totalité (cad. A 225) : classement par arrêté du 23 janvier 2007,2018-12-31
69,I9EXWP,Fontaine monumentale,Saverne,7.33472664494592,48.7536894129751,mauvais,0.0,Colonisée par la végétation. Manque d'entretien. restauration générale à prévoir.,Eglise (cad. C 405) : inscription par arrêté du 18 septembre 1970,2018-12-31
70,IMDAZR,Banc-reposoir napoléonien,Saverne,7.24218079880353,48.8697323859433,bon,30.0,Présence de lichens. (pilier gauche remonté entre 2012 et 2018),La vieille enseigne : inscription par arrêté du 28 février 1927,2018-12-31
71,IPACOB,Banc-reposoir,Saverne,7.31741190584626,48.8637455960394,,30.0,,Façades et toitures sur la place avec retour sur les rues de Chartres et Toutfaire (cad. A 423) : inscription par arrêté du 18 août 1953,2018-12-31
72,I67FD9,Château (ruines) et enceintes fortifiées (restes),Saverne,7.31519119778969,48.8567331047993,bon,,Travaux de restauration en cours. ,Château (ruines) et enceintes fortifiées (restes) : classement par arrêté du 27 avril 1922,2018-12-31
73,I2PZS5,Eglise mixte de l'Assomption,Saverne,7.31559528212873,48.8569282124002,moyen,,Dalles funéraires dans un état passable.,Chapelle troglodyte (cad. AT 505) : inscription par arrêté du 16 mai 1972,
74,IQFJOS,Maison de garde (ancienne),Saverne,7.321033733643,48.8573475178215,mauvais,30.0,Peu d'entretien sur le bâtiment.,Maison de garde : inscription par arrêté du 21 avril 1934,2018-12-31
75,I9XUIG,Château de l'Ochsenstein (ruines),Saverne,7.29998385271061,48.6836182463862,mauvais,,Arases: traitement à prévoir. Pierres instables. ,Eglise : classement par liste de 1846,2018-12-31
76,I4FHSJ,Eglise mixte Saint-Jacques-le-Majeur,Saverne,7.4634008340124,48.9316751458198,bon,,,Eglise mixte Saint-Jacques-le-Majeur (cad. 1 35) : classement par arrêté du 30 décembre 1983,
77,ISSAU3,Eglise catholique Saint-Cyriaque,Saverne,7.40664531888585,48.6855783817505,bon,15.0,,"Les façades et toitures de l'ensemble de l'unité de production, le mur de clôture sur la route de Tournai et les deux pavillons d'entrée (cad. AC 1) : inscription par arrêté du 18 juillet 2001",2018-12-31
78,IL9ATN,Eglise catholique de Reinacker,Saverne,7.40826338037939,48.6812796669606,bon,0.0,,"Portail provenant de l'hôtel de la Marine, à Nogent-le-Roi (cad. F 773) : inscription par arrêté du 5 mai 1972",2018-12-31
79,IFH59X,Trois pierres druidiques  ,Saverne,7.354263589299771,48.95386079249137,bon,60.0,,Trois pierres druidiques dites Dreipeterstein : classement par arrêté du 12 novembre 1931,2018-12-31
80,I3L35E,Cimetière,Saverne,7.3601544,48.7721191,bon,,Démoussage et quelques réparations à prévoir. Fixation de la pierre supérieure à vérifier.,Calvaire : inscription par arrêté du 5 mai 1937,2018-12-31
81,I0H2WQ,Eglise abbatiale (ancienne),Saverne,7.3635208217089,48.7718497963492,bon,20.0,Humidité en façade Nord-Ouest. Révision de la couverture à prévoir.,Eglise : classement par liste de 1840,2018-12-31
82,IEBMJK,Banc-reposoir napoléonien,Saverne,7.35273272309653,48.6635704832904,,,,Façades et toitures sur la place avec retour sur la rue Gambetta (cad. A 903) : inscription par arrêté du 18 août 1953,2018-12-31
83,I1OYVW,Ecole (ancienne),Saverne,7.07750487971506,48.9371608423121,bon,35.0,"Soubassements dégradés (remontées capillaires, enduits cimenté). Couverture restaurée.",Façades et toiture : inscription par arrêté du 21 avril 1934,2018-12-31
84,ID9MB8,Hôtel de Ville,Saverne,7.08950232579644,48.940774530691,moyen,25.0,"porte à fronton et pilastres chapiteau corinthien daté de 1718, encroûtement des pilastres",Galerie couverte : inscription par arrêté du 25 juin 1929,2018-12-31
85,I5M72V,Maison,Saverne,7.08837936812094,48.9412723917911,moyen,10.0,"statue à l'angle de l'oriel et dallette, fissures et détachement du  du grès à l'angle en-dessous  ","Moulin-cavier de Nouan-sur-Loire (cad. AW 162, 204) : inscription par arrêté du 13 janvier 1992",2018-12-31
86,I69JXS,Maison,Saverne,7.08928310643183,48.9414142694809,moyen,15.0,"Vantail moderne. Peinture non adaptée à la nature de la pierre, remontée capillaires (piédroits).",Porte sur rue (vantaux compris) : inscription par arrêté du 21 avril 1934,2018-12-31
87,I3ILED,Maison,Saverne,7.08808928659118,48.9410266451824,moyen,10.0,Vantaux remplacés. Grès dégradés (remontées capillaires).,La porte sur rue (vantaux compris) : inscription par arrêté du 21 avril 1934,2018-12-31
88,IXHGCJ,Maison,Saverne,7.0879130087446,48.9395990954649,bon,30.0,porte sur cour non visitée,Eglise (cad. C 395) : inscription par arrêté du 18 février 1987,2018-12-31
89,IQNT35,Maison,Saverne,7.08794317978688,48.9396730400199,bon,50.0,"Oriel restauré 2016, coniche appuis et trumeau en grès sur rue sculptés, restituée à l'identique  ","L'église en totalité, y compris autel et vitraux (cad. AP 746) : inscription par arrêté du 22 septembre 2011",2018-12-31
90,IVTG6L,Maison,Saverne,7.08875484729035,48.9400698238174,mauvais,50.0,Dégradation volets et motif allège gauche.,Oriel de la façade sur rue : inscription par arrêté du 21 avril 1934,2018-12-31
91,IX98SE,Maison,Saverne,7.08940523863889,48.9403300244505,moyen,50.0,Toiture non visible. Soubassement à reprendre.,Oriel de la façade : inscription par arrêté du 21 avril 1934,2018-12-31
92,I6G8RN,Maison,Saverne,7.09061018806427,48.9412367133104,moyen,,Traitement biocide + réparations mortier + étanchéité plomb (linteau) + dégagement sol à prévoir.,Eglise (cad. G 1865) : inscription par arrêté du 11 décembre 1987,2012-10-01
93,ILGR54,Maison,Saverne,7.08790745788305,48.9393588590682,moyen,70.0,"peinture acrylique, joints à reprendre base et entre amorce de jambage et jambage, partie cintrée",Portail d'entrée : inscription par arrêté du 21 avril 1934,2018-12-31
94,IR5GRF,Maison,Saverne,7.0905771027032,48.9406072106965,moyen,10.0,"fissures en façade gouttereau 1er & 2ème, oriel instable fer en ""S"" en façades, meneaux manquants",Façades et toiture : inscription par arrêté du 21 avril 1934,2018-12-31
95,IML84O,Maison,Saverne,7.0793397872165,48.9376182362215,moyen,,Peinture couvrante non adaptée à la nature de la pierre. Piédroits à restaurer.,Eglise Saint-Pierre (cad. AD 151) : classement par arrêté du 20 mai 1946,
96,IK61E4,Maison,Saverne,7.07909328218241,48.9375666856294,bon,,"Seuil à remplacer. Nombreux percements (décoration, main courante) dans le grès. ",Porte sur rue datée de 1707 : inscription par arrêté du 21 avril 1934,2018-12-31
97,IPCVWY,Maison,Saverne,7.078344242333,48.9375432106921,bon,30.0,Joints frontons et corniche à reprendre. Dégagement pied façade. Purge ragréages ciment.,Porte sur rue : inscription par arrêté du 21 avril 1934,2018-12-31
98,I9P2M4,Maison,Saverne,7.0777141464112,48.9380290427337,mauvais,70.0,Maison: couv neuve + fissures et étanchéité soub faç Est. Bergerie: hors d'eau et d'air non assurés.,Le dolmen : classement par liste de 1862 - Le terrain de 7a 38 ca entourant le dolmen : classement par arrêté du 23 mars 1943,2018-12-31
99,IQD9JQ,Temple réformé (ancien),Saverne,7.07945637849163,48.9371237729977,bon,25.0,Intérieurs non visités.,Temple réformé (ancien) : inscription par arrêté du 14 janvier 1923,2018-12-31
100,I10E86,Banc-reposoir napoléonien,Saverne,7.06865323328602,48.924744324194,bon,20.0,Déplacement et reconstruction.,Porte monumentale avec ses vantaux : inscription par arrêté du 31 mars 1928,2018-12-31
101,IJFWXQ,Eglise collégiale Sainte-Blaise,Saverne,7.08248661733502,48.9229378989477,moyen,0.0,Révision couv. Remontées capillaires visibles extérieur et intérieur. ,Façade et toiture (cad. B1 463) : classement par décret du 12 juillet 1923,2018-12-31
102,IE7Z5K,Maison,Saverne,7.08298926266564,48.9224966890447,bon,10.0,Épaufrures sur le socle.,Oriel de la façade sur rue : inscription par arrêté du 21 avril 1934,2018-12-31
103,IB6KMJ,Maison,Saverne,7.08287207358673,48.9224719729609,moyen,5.0,Consolidation de l'encadrement pierre + Purge des réparations ciments accolées.,Porte sur rue datée de 1603 : inscription par arrêté du 21 avril 1934,2018-12-31
104,IKPG8R,Maison,Saverne,7.0838348555584,48.9219361432603,mauvais,50.0,"Encadrement: peinture non adaptée, délitement du grès. Porte moderne.",Porte d'entrée datée de 1623 : inscription par arrêté du 21 avril 1934,2018-12-31
105,IC42KN,Hotel de Ville,Saverne,7.08240106997062,48.922744997997,moyen,40.0,Epaufrures.,La porte sur rue datée de 1575 : inscription par arrêté du 21 avril 1934,2018-12-31
106,I2ZLEY,Sous-Préfecture,Saverne,7.36447939639219,48.7411940576044,moyen,0.0,Nettoyage et consolidation encadrement grès à prévoir. Revêtement sol étanche.,Porte de la tourelle d'escalier : inscription par arrêté du 21 avril 1934,2018-12-31
107,IT086R,Château Greifenstein (ruines),Saverne,7.33396712954088,48.7357629641295,mauvais,100.0,Traitement des arases à prévoir. Pierres instables.,Château Greifenstein (ruines) : classement par arrêté du 6 décembre 1898,2017-12-31
108,IDQ3W4,Château de Haut-Barr (ruines) et la chapelle,Saverne,7.33810485453309,48.7245482286208,mauvais,,Pierres instables. ,Croix (non cadastré ; domaine public) : inscription par arrêté du 13 avril 1950,2018-12-31
109,IQI6GP,Château des Rohan,Saverne,7.36416967380204,48.7425277507824,moyen,20.0,,"Terrains en avant de la façade nord, depuis la rue de l'Orangerie jusqu'au chemin qui relie la rue de Monswiller à l'avenue du Zornhoff (cad. 1550) : classement par décret du 12 février 1933. Terrain délimité à l'ouest par le chemin qui relie la rue de Monswiller à l'avenue du Zornhoff, à l'est par le talus du chemin de fer de Molsheim, au sud par l'alignement de l'avenue du Zornhoff, au nord par une ligne parallèle à l'axe de la perspective et symétrique de l'alignement de l'avenue de Zornhoff par rapport à cet axe (cad. 1819) : classement par décret du 21 novembre 1934. Ensemble des façades et des toitures, grand vestibule et les deux grandes salles du rez-de-chaussée ; escalier latéral sud du corps central ; cour d'honneur ; les deux pavillons de conciergerie avec leurs aménagements annexes du Second Empire ; grilles fermant la cour d'honneur ; partie du jardin attenant au château (cad. 7 1) : classement par arrêté du 6 novembre 1995",2018-12-31
