,id,name,Arrondissemnt,Coor_x,Coor_y,Status,Dommages,Commentaire,Précision,Date
10,IO9JD0,Orangerie de l'ancien château Klinglin,Strasbourg,7.71553036270987,48.5324034453491,mauvais,30.0,"nécessite une restauration des grilles du parc, de la couverture et remontées d'humidités","Façades et toitures de l'orangerie, ainsi que la gille du parc donnant sur la route de Lyon (cad. 5 80/6) : inscription par arrêté du 23 novembre 1970",2018-12-31
11,IKN6G4,Domaine du château de Kolbsheim,Strasbourg,7.58269543910523,48.5593169950277,moyen,0.0,"manque d'entretien, revoir couverture, enduit et maçonnerie. entretien sur éléments architurés",Maison (cad. A 479) : inscription par arrêté du 8 mai 1934,2018-12-31
12,IF9B4S,Puits,Strasbourg,7.58720870796876,48.5602455273225,moyen,,"Margelle en béton ou enduit épais au ciment, encadrement en gré à restaurer","Maison Reux ainsi que son jardin (cad. AO 48, 49) : inscription par arrêté du 24 mai 1988",2018-12-31
13,IK9WVN,Eglise protestante,Strasbourg,7.70565191604003,48.6421841868021,moyen,20.0,enduit et peinture extérieure à revoir. entretien couverture à prévoir,Le temple en totalité (cad. BD 162) : inscription par arrêté du 3 novembre 2014,2018-12-31
14,IBKS77,Cimetière,Strasbourg,7.64916611945236,48.5847000876403,,0.0,,"Monument funéraire de Jean-François Melchior, seigneur de Birchenwald, encastré dans le mur de clôture : inscription par arrêté du 21 avril 1934",
15,IM1MQX,Château,Strasbourg,7.55315844494172,48.5842887284997,moyen,50.0,,Clocher : classement par arrêté du 14 juin 1909 ; Eglise sauf partie classée : inscription par arrêté du 12 avril 1927,2018-12-31
16,I41JWE,Chapelle Sainte-Marie-du-Chêne,Strasbourg,7.71370149315268,48.4597629638007,moyen,,,Chapelle Sainte-Marie-du-Chêne : inscription par arrêté du 6 janvier 1930,2018-12-31
17,I0X4QE,Château des Zorn de Plobsheim (ancien),Strasbourg,7.72530435105396,48.4713262861428,moyen,0.0,,L'abside : inscription par arrêté du 19 janvier 1926,2018-12-31
18,IW7VQQ,Bain rituel juif présumé,Strasbourg,7.75258810176212,48.5838296832025,,0.0,,"Le château de la Motte-Béraud en totalité (cad. A 509, lieudit les Petites Varennes), ses fossés en eau (cad. A 509, lieudit les Petites Varennes), le sol des parcelles A 509, lieudit les Petites Varennes, 510-511, lieudit la Motte, correspondant à l'entrée de la maison seigneuriale, à une partie de la basse-cour, à sa cour, à sa plate-forme, à la partie comblée des fossés et à l'emplacement de la chapelle ; les vestiges du four (cad. A 509, lieudit les Petites Varennes) ; la motte Millet : tertre, fossés et terrain environnant (cad. A 245, 246, 354, 355, lieudit la Motte) : inscription par arrêté du 12 avril 2012",
19,I74AXE,Bâtiment de l'Aubette,Strasbourg,7.74582675082625,48.58387992049,bon,,,La fenêtre du 13 provenant du château Delphinal (cad. C 754) : inscription par arrêté du 8 septembre 1928,2018-12-31
20,IMHGL8,Cathédrale,Strasbourg,7.75108713115071,48.5818832177551,moyen,18.0,restauration transept Sud et galerie goetz en 2018. Travaux pévus portail St-Laurent et tourelle SE,"Château, ainsi que le portail et sa grille, les sols de l'allée montante et des trois terrasses (cad. A 396, 398, 537, 538, 545) : classement par arrêté du 14 juin 1994",2018-12-31
21,I55TBP,Chambre de la taille et des subhastations (ancienne),Strasbourg,7.74687664266069,48.5826408716286,bon,10.0,,Façade et toiture : inscription par arrêté du 10 septembre 1937,2018-12-31
22,ICLSY2,Château d'eau,Strasbourg,7.72869916267316,48.5804147803121,bon,5.0,"rénovation complète en 2013, installation musée Vaudou",Le château d'eau : inscription par arrêté du 28 décembre 1984,2018-12-31
23,IOHRUV,Château de Pourtalès,Strasbourg,7.79996134885131,48.608428874588,,,,"Portail d'entrée ; façades et toitures du château y compris le mur séparatif et sa grille, entre le château et les dépendances ; vestibule d'entrée ; escalier ; pièces suivantes avec leur décor : le grand salon, les salons dits salon rouge et salon bleu, la salle à manger des adultes (cad. CX 157/6, 158/6) : inscription par arrêté du 21 décembre 1984",
24,ID8O9E,Citadelle et abords,Strasbourg,7.7737418943805,48.5755722802308,bon,20.0,,"Eglise Saint-Victor, y compris la crypte (cad. AB 189) : classement par arrêté du 21 septembre 1983",2018-12-31
25,IXQGF3,Lycée Fustel-de-Coulanges,Strasbourg,7.75200540932213,48.5817551981973,bon,10.0,Restauration complète en 2015,Chapelle Sainte-Croix (cad. AP 34) : inscription par arrêté du 11 mai 1932,2018-12-31
26,IFQWOE,Commanderie Saint-Jean (ancienne),Strasbourg,7.73773242543259,48.5805609316297,bon,70.0,restauration de fenetres en 2015-2016. accueille l'ENA,Façades et toitures de l'ensemble des bâtiments (cad. 42 1) : inscription par arrêté du 18 mai 1971,2018-12-31
27,ITTSZK,Douane (ancienne),Strasbourg,7.749833889317,48.5793852016587,bon,20.0,restauration du pignon Est en 2014,Façades et toitures : classement par arrêté du 8 juillet 1948,2018-12-31
28,IV2B60,Ecole municipale des arts décoratifs,Strasbourg,7.75909850782813,48.5823642188407,bon,0.0,restauration en cours en 2018,"Vestiges du château médiéval comprenant la salle voûtée située sous la terrasse et les éléments de remparts subsistants (cf plan annexé à l'arrêté) ; porte d'entrée de la maison d'habitation et porte située au premier étage (cad. AL 24, 26, 29, 30) : inscription par arrêté du 7 janvier 1988",2018-12-31
29,IZE5N2,Eglise protestante Sainte-Aurélie,Strasbourg,7.73327549453966,48.5814291995987,bon,0.0,Restauration complète en 2014,Eglise : inscription par arrêté du 7 octobre 1931,2018-12-31
30,IK7XWC,Eglise Saint-Etienne,Strasbourg,7.75592270355784,48.5834508763998,moyen,,travaux d'accessibilité prévus en 2016,L'abri du marin en totalité (cad. AM 62) : inscription par arrêté du 1er octobre 2007,2018-12-31
31,IFDZFR,Eglise protestante Saint-Guillaume,Strasbourg,7.75751338731313,48.5820902663318,bon,30.0,travaux de réfection générale en cours en 2018,"Eglise y compris le jubé et les vitraux figurés de la Tribune, de la nef et du choeur (cad. 29 40) : inscription par arrêté du 30 décembre 1985",2018-12-31
32,I0VOAD,Eglise catholique Saint-Jean,Strasbourg,7.73997992922587,48.5844640879921,mauvais,25.0,"Chute d'éléments galerie sur rue, mise sous filet",Eglise : inscription par arrêté du 28 mai 1926,2018-12-31
33,I16TZG,Eglise Sainte-Madeleine,Strasbourg,7.75481794761142,48.5801890920337,bon,100.0,restauration des enfeus en 2013,Tour dite la Barbacane : inscription par arrêté du 13 juillet 1927,2018-12-31
34,IWD12V,Eglise réformée Saint-Paul,Strasbourg,7.75988321445378,48.5863113658388,moyen,0.0,"massif occidental restauré 2015, ddécors du narthex en 2017. Infiltrations voûte nef et escalier Est",Jardin avec l'ensemble de ses aménagements (cad. AB 297) : inscription par arrêté du 20 novembre 1992,2018-12-31
35,IC7FDU,Eglise protestante Saint-Pierre-le-Vieux,Strasbourg,7.73958891534009,48.5827695871637,bon,3.0,PC délivré en 2017 pour travaux intérieurs,"Crypte, vestige de l'église d'Hubert Charpentier ; inscription de Guillemette Faussart avec la pierre tombale d'Hubert Charpentier dans l'oratoire de Forbin Janson : classement par arrêté du 28 avril 1922 ; Bâtiment de 1812 ; partie nord du cimetière (avec l'escalier) du Mont-Valérien : classement par arrêté du 14 juin 1922 ; Bâtiment D du fort : inscription par arrêté du 10 décembre 1976",2018-12-31
36,IOZNLF,Eglise Saint-Thomas,Strasbourg,7.74560419952382,48.5796553663625,bon,10.0,Restauration du côté Nord en 2014-2015,Façade et toiture : inscription par arrêté du 10 septembre 1937,2018-12-31
37,IMVAC4,Enceinte du Moyen Age (restes),Strasbourg,7.75525883530945,48.5796069434509,mauvais,40.0,restauration prévue à l'été 2018,"Tournerie de bois de Saint-Même, sise à Saint-Même-le-Bas : la tournerie en totalité, ainsi que la totalité de son système hydraulique, soit le bief en totalité de la prise d'eau à la conduite forcée (cad. B 300 à 304), sa vannerie, ses bâtiments, les matériels, ainsi que les parcelles d'assiette B 300 et B 301 : inscription par arrêté du 11 septembre 2015",2018-12-31
38,I2JGON,Palais épiscopal,Strasbourg,7.75307058443677,48.584543787167,bon,,restauration des menuiseries prévues en 2018,Palais épiscopal : inscription par arrêté du 25 juin 1929,2018-12-31
39,IBDR94,Fonderie de canons (ancienne),Strasbourg,7.7513815014769,48.5863273886673,moyen,0.0,menuiseries et enduits partiellement défectueux. Travaux prévus sur le portail,Eglise : classement par liste de 1875,2018-12-31
40,IHHVZ1,Gare ferroviaire centrale,Strasbourg,7.73416060432462,48.5851765886664,bon,10.0,Rénovation complète en 2007,"En totalité le château divisé en trois parties : le corps central abritant actuellement la mairie (cad. A 1468) ; l'aile orientale, consacrée à l'école communale (cad. A 1487) : inscription par arrêté du 23 septembre 2008",2018-12-31
41,IHIC9C,Hôtel,Strasbourg,7.76566873763509,48.5888425251418,,30.0,,Hall d'entrée et palier du premier étage avec leurs peintures murales ; escalier principal avec son garde-corps en ferronnerie ; au rez-de-chaussée les trois salons en enfilade (sur rue) avec leur décor et les remplois de sculpture en bois du 18e siècle (cad. 96 32) : inscription par arrêté du 30 décembre 1986 - Puits du 18e siècle en totalité y compris sa superstructure en fer forgé (cad. 96 32) : inscription par arrêté du 30 décembre 1986,
42,IPA0FZ,Hôtel Schützenberger (ancien),Strasbourg,7.77001509188322,48.5918455980458,bon,30.0,,"La villa, à savoir la maison avec ses terrasses en totalité, y compris l'ajout édifié à l'arrière du mur coupe-vent, le jardin en totalité (terrain d'assiette et tous aménagements architecturés : murs de clôture et de soutènement, allées, escaliers, garde-corps, pavillon hexagonal, bassin, sculptures et éléments décoratifs d'attache, etc...), les façades et toitures des dépendances (cad. E 160 à 164, 1093) : inscription par arrêté du 4 juillet 2014 ; La villa Greystones, sise 16 boulevard de la Mer, à savoir la maison avec ses terrasses en totalité, le jardin en totalité y compris les sculptures et éléments décoratifs conçus pour celui-ci par Alfred Janniot, le pavillon hexagonal en totalité, les murs d’enceinte et les façades et toitures des dépendances, tel que délimité sur le plan annexé à l’arrêté (cad. E 160 à 164, 1093) : classement par arrêté du 8 février 2019",2018-12-31
43,I1VUT3,Barrage Vauban et ses abords fortifiés,Strasbourg,7.73842882671305,48.579327953325,bon,10.0,,"Rive droite de l'Ill : en aval, l'avant-poste et le mur fortifié qui relie aux Ponts-Couverts ; en amont, sur une longueur de soixante ; quinze mètres, le mur fortifié qui borde la cour de la caserne des C.R.S. ; Rive gauche de l'Ill : en aval, le mur de jonction entre l'écluse et les prisons départementales ; en amont, le bastion avancé et le mur qui le relie à l'écluse. Ecluse en totalité (cad. 42 2, 3 ; 3 20, 25, 26, 34/19 ; 41 7/1) : inscription par arrêté du 18 mai 1971. Parois du système fortifié de vannes d'eau du 17e siècle destinées à réguler les eaux de l'Ill et de la Bruche, sur le site localisé entre l'Ill et la rue de Molsheim, selon le plan annexé à l'arrêté (cad. 42 31) : inscription par arrêté du 12 juillet 1995",2018-12-31
44,IMFNFE,Grandes Boucheries (anciennes),Strasbourg,7.75076131221661,48.5799401883373,bon,20.0,,Grandes Boucheries (anciennes) : classement par arrêté du 6 juillet 1928,2018-12-31
45,IRJI1K,Grand Séminaire,Strasbourg,7.75183954063579,48.5822062724749,mauvais,0.0,autorisation de travaux délivrée en 2018,Dolmen dit La Pierre-Brûlée (cad. G 60) : classement par arrêté du 13 juillet 1911,2018-12-31
46,IDSCZE,Haras national,Strasbourg,7.74257812920668,48.5773612125374,bon,30.0,restauration complète en 2013,Façade : classement par arrêté du 9 août 1922,2018-12-31
47,I70SUB,Hôpital civil (ancien),Strasbourg,7.7479322,48.5772872,,0.0,,"Logis, ainsi que ses dépendances et les pièces d'eau à rives bâties (cad. D 109, 112) : inscription par arrêté du 15 mai 1996",
48,I7O4C5,Hôpital militaire Gaujot (ancien),Strasbourg,7.75934517942649,48.5781226765146,moyen,,enduits de façades irréguliers,"Façades et toitures du pavillon d'entrée, façades sur cour d'honneur des bâtiments Nord et Sud et du pavillon de l'Horloge : inscription par arrêté du 12 octobre 1929",2018-12-31
49,I61RX4,Hôtel Brackenhoffer (ancien),Strasbourg,7.74772810780403,48.5806434414668,bon,50.0,"sur cour sous balcon, travaux de remplacement de grèa sculpté en 2017 sans autorisation","Les façades et toitures de l'ensemble des bâtiments (cad. E 1021, 1026) : inscription par arrêté du 5 janvier 1968",2018-12-31
50,IR27R7,Immeuble,Strasbourg,7.75175958545134,48.5802570072714,mauvais,,voir constat 2014,Terrains de fouilles gallo-romaines de la colline du Puymin (ensemble) (cad. 684 à 691) : classement par arrêté du 9 août 1942,2018-12-31
51,IASZVU,Hôtel (ancien),Strasbourg,7.74765776595716,48.5808591088237,bon,0.0,voir état 2016,"A l'extérieur : façades et toitures donnant sur la rue des Serruriers et la rue de l'Epine, à l'exclusion des deux vitrines au rez-de-chaussée de la rue des Serruriers ; façades et toitures donnant sur la cour intérieure. A l'intérieur : escalier à balustres en bois ; au premier étage : salon Théophile Schuler (boiseries et parquet Versailles) ; salon Adolphe Seyboth (boiseries et parquet Versailles) ; salon J.-F. Buch (boiseries, parquet Versailles et cheminée en grès avec son trumeau peint) ; au deuxième étage : salon Hugo et Hans Haug (boiseries anciennes et cheminée en grès) ; salon Goguel-Schoop (boiseries) ; salon Charles Muller (boiseries) : salon Louis-Philippe (boiseries anciennes) (cad. 13 42) : inscription par arrêté du 16 juillet 1987",2018-12-31
52,IK806Q,Hôtel d'Andlau (ancien),Strasbourg,7.75323544575764,48.5820683714161,bon,50.0,"corniches grès bon état, léger manque entre joints parement grès au rez-de-chaussée","Château, sa chapelle et les tracés reconnus des jardins (cad. ZI 31p) : inscription par arrêté du 24 avril 1989 ; Portail d'entrée (cad. ZI 31p) : classement par arrêté du 22 juillet 1991",2018-12-31
53,I4J0AI,Hôtel d'Andlau-Klinglin (ancien),Strasbourg,7.74818200786056,48.5850660177754,bon,,couverture et éléments de corniche en grès à observer,Bloc cupulaire (cad. 381) : classement par arrêté du 10 mai 1939,2018-12-31
54,IPI117,Chambre du Commerce et de l'Industrie,Strasbourg,7.7483924225409,48.5808319327269,bon,5.0,,"A l'intérieur des deux ailes Renaissance : pièces voûtées du rez-de-chaussée et caveau correspondant, deux escaliers du 19e siècle, enfilade des quatre salles à décor Empire du premier étage (cad. 13 24) : inscription par arrêté du 7 décembre 1995 - Façades et toitures des deux ailes Renaissance avec charpente et structure ; façades et toitures de l'aile du 19e siècle (cad. 13 24) : classement par arrêté du 4 mai 1998",2018-12-31
55,IPJH2I,Cour du Corbeau,Strasbourg,7.75213905390225,48.5790996266065,bon,5.0,restauration en 2016,"Les parties anciennes (nef, fonts baptismaux et clocher) en totalité, à l'exception des parties classées (cad. AR 3) : inscription par arrêté du 20 avril 2006 - La façade occidentale (cad. AR 3) : classement par arrêté du 12 avril 2007",2018-12-31
56,IW896Q,Hôtel de Dartein,Strasbourg,7.75261361314998,48.584072027763,bon,0.0,,Façade sur rue et escalier : classement par arrêté du 21 décembre 1927,2018-12-31
57,IIQ0A1,Hôtel des Boecklin de Boecklinsau (ancien),Strasbourg,7.75438727925042,48.5829107350546,bon,30.0,travaux de restauration de la salle Léon XIII en 2017-2018,Eglise : classement par arrêté du 26 septembre 1952,2018-12-31
58,I0W609,Hôtel du Gouverneur militaire,Strasbourg,7.75166394325383,48.5853076621242,moyen,5.0,bassin rénovée en 2015. Etude réalisée pour la toiture et le péristyle en 2016. ,"Four de la Grange ou Lanterne des Morts, au Clos-de-Comelle, dans la forêt de Chantilly : classement par journal officiel du 18 avril 1914",2018-12-31
59,IZWIXN,Hôtel de Police (ancien),Strasbourg,7.74799178757749,48.5860630316572,moyen,,"reprise ponctuelle des grès, infiltration en couvertures, reprise des chéneaux ","Bâtiment sur rue (A) : façade antérieure sur la rue de la Nuée-Bleue et toitures, les salons en enfilade au premier étage, le passage couvert amenant vers la cour au rez-de-chaussée ; Bâtiment entre cour et jardin (D) : la façade antérieure sur cour et son décor sculpté, la façade postérieure, les toitures ; Bâtiment arrière (E) : les trois façades de l'ancienne salle d'assise ; Aile latérale (B) : la façade sur la rue du Fil (cad. 68 256, 257, cf plan annexé à l'arrêté) : inscription par arrêté du 25 juillet 2013",2018-12-31
60,IMJX87,Hôtel de l'Epine,Strasbourg,7.74806328370622,48.580470105951,bon,0.0,,Eglise Saint-Bénigne (cad. F 517) : inscription par arrêté du 19 mai 1970,2018-12-31
61,ITMPWN,Hôtel d'Ettenheimmunster (ancien),Strasbourg,7.74896951411776,48.5774568548646,bon,0.0,,Façade et toiture : classement par arrêté du 15 novembre 1927,2012-10-01
62,IGQ8WY,Hôtel de Franck (ancien),Strasbourg,7.74772572936269,48.5781716660079,moyen,0.0,travaux de couverture à prévoir,Façades et toitures sur le quai : classement par arrêté du 20 juillet 1920 ; Façades et toitures sur rue et sur cours des bâtiments anciens : classement par arrêté du 5 mai 1941,2018-12-31
63,I7OMRE,Hôtel de Furstemberg (ancien),Strasbourg,7.75408176747691,48.5839019812371,bon,100.0,,Hôtel de Furstemberg (ancien) : inscription par arrêté du 13 juin 1929,2018-12-31
64,I5KQ4G,Hôtel de Gayling d'Altheim (ancien),Strasbourg,7.75522732356083,48.582417558734,mauvais,40.0,"Altération de l'enduit, fissures, infiltrations en corniche, témoins en façade sur rue",Calvaire (cad. BE 283) : classement par arrêté du 31 janvier 1881,2018-12-31
65,IJ038W,Hôtel de ville,Strasbourg,7.75033045803942,48.5846610188455,bon,20.0,restauration des toitures et de la cour conrath en 2018,Clocher : inscription par arrêté du 7 août 1935,2018-12-31
66,IFMLNB,Hôtel des Joham de Mundolsheim (ancien),Strasbourg,7.75246424682605,48.5835101099496,bon,0.0,,Eglise (cad. AL 12) : classement par arrêté du 13 septembre 1984,2018-12-31
67,IVAY0F,Hôtel Klinglin (ancien),Strasbourg,7.75353730826049,48.5854117801571,moyen,,"toitures bâtiment principal défectueuses, désordres des guérites, du pavillon d'accueil et grilles",Eglise : classement par arrêté du 8 juillet 1910,2018-12-31
68,IEPHMH,Hôtel de Marabail (ancien),Strasbourg,7.75440656002891,48.5840671613368,mauvais,80.0,fissurations en façade,Façade (vantaux de la porte et ferronnerie compris) ; escalier ; boiseries des deux pièces au rez-de-chaussée : inscription par arrêté du 25 juin 1929,2018-12-31
69,I6X7IT,Hôtel de Neuwiller (ancien),Strasbourg,7.74197483476026,48.5844192999015,bon,50.0,entretien de la couverture à prévoir,Château (ruines) : classement par liste de 1862,2018-12-31
70,I33KTX,Hôtel de Rathsamhausen (ancien),Strasbourg,7.74303761200435,48.581200880828,bon,,"porte d'entrée de la tourelle, corniche détériorations, encadrement de bois 1er et 2ème niveau ",Eglise de la Major : classement par arrêté du 20 juillet 1945,2018-12-31
71,IHKB82,Hôtel de Saxe (ancien),Strasbourg,7.75317116638919,48.5839774504395,moyen,,voir état 2014,Façade sur rue : classement par arrêté du 26 décembre 1927,2018-12-31
72,IYTIUT,Hôtel Weitz (ancien),Strasbourg,7.74690536748211,48.5790798717381,bon,0.0,,Eglise Saint-Pierre (cad. AH 196) : inscription par arrêté du 20 novembre 1972,2018-12-31
73,IBQ4S3,Hôtel des Zorn de Bulach (ancien),Strasbourg,7.74466651185065,48.5812693828021,moyen,80.0,"Oriel, menuiserie et façade sur rue sans entretien, toiture en bon état",Tour du Puy d'Yssandon (ruines) (cad. AB 91) : classement par arrêté du 18 juin 1963,2018-12-31
74,I47S3L,Maison,Strasbourg,7.76006299297592,48.5787389563597,bon,0.0,,Façade et toiture sur rue (cad. 34 44) : inscription par arrêté du 9 mai 1978,2018-12-31
75,I6MF98,Maison,Strasbourg,7.7468806958825,48.5796406631938,bon,40.0,,Eglise (cad. A 474) : classement par arrêté du 10 août 1977,2018-12-31
76,IBT498,Maison,Strasbourg,7.74740348216925,48.5796035055739,bon,,voir état 2014,"Entourage de l'accès situé place Saint-André-des-Arts, face au n°15 (élément non cadastré, se situant face à la parcelle cadastrale AE 93) : inscription par arrêté du 12 février 2016",2018-12-31
77,I42QBS,Maison (DEMOLIE),Strasbourg,7.7427745,48.5795206,,0.0,,"Façades et toitures de la maison, de l'ensemble des communs ; ancienne chapelle, située dans l'aile sud des communs ; grille fermant la cour d'honneur ; pavillon octogonal de la terrasse ; glacière et temple périptère qui la couronne ; ensemble du parc et des jardins, y compris les murs de clôture et les portails de ferronnerie : inscription par arrêté du 10 mars 1988",
78,I1670M,Maison,Strasbourg,7.74816598800352,48.5799859094576,bon,30.0,"portail déplacé au fond de la cour, immeuble démoli lors des bombardements de 1944, végétation trop",Façade et toiture (cad. C 130) : inscription par arrêté du 9 juin 1932,2018-12-31
79,I8EYRQ,Maison,Strasbourg,7.7487253756135,48.5800108705676,mauvais,45.0,voir état 2014,Portail (vantaux compris) : inscription par arrêté du 13 juin 1929,2018-12-31
80,IJUANA,Maison,Strasbourg,7.7521129875953,48.578727608712,moyen,30.0,"seuil de porte et amorces des jambages remplacés à neuf,cartouches décoratifs fort altérés",Enseigne d'horlogerie : inscription par arrêté du 23 mai 1984,2018-12-31
81,IQ1WSL,Maison,Strasbourg,7.74193405500884,48.5815470414599,moyen,20.0,"encadrement de grès mauvais état, fer de protection oxydés",Façades sur cour et toitures correspondantes (cad. BL 582) : inscription par arrêté du 18 avril 1973,2018-12-31
82,I1YLB4,Maison,Strasbourg,7.74201464938087,48.5815257808955,moyen,0.0,tuiles rives maçonnées et couverture à remplacer en totalité,"Façade et toiture : classement par décret du 17 mai 1949 ; Rampe d'escalier en fer forgé ; décoration intérieure comprenant : dans le bâtiment sur rue : au deuxième étage, deux dessus-de-porte semi-circulaires avec les consoles et les portes, dans le deuxième salon sur rue, vers le Sud ; au troisième étage, quatre dessus-de-porte (urnes) , cheminées, corniche, dans le grand salon ; deux dessus-de-porte (flambeaux) , corniche, dans une petite pièce à la suite vers le Sud. Dans le bâtiment au fond de la cour : au deuxième étage, décoration du salon sur cour, à six dessus-de-porte (têtes de femmes) , y compris la rosace du plafond, dans la pièce sur cour, vers le Sud ; deux dessus-de-porte (bandeaux, couronnements, motifs à flambeaux) , dans le bureau sur courette couverte ; au troisième étage sur cour : décoration du salon à six dessus-de-porte (têtes de femmes et d'hommes) , dans la pièce sur cour, vers le Sud sur courette ; deux dessus-de-porte (motifs à flambeaux) , dans le bureau surcourette couverte : inscription par arrêté du 5 mai 1964",2018-12-31
83,IEWJ8P,Maison,Strasbourg,7.74212347098736,48.5814620650701,bon,50.0,"pas de zinguerie en toiture, fenêtres, volets, porte sans traitement",Portail (vantaux compris) (cad. AB 81) : inscription par arrêté du 8 juin 1967,2018-12-31
84,IK48J9,Maison,Strasbourg,7.74158599977058,48.5813996100432,bon,100.0,bon état général,Eglise : classement par liste de 1862,2018-12-31
85,I71TYV,Maison des Tanneurs,Strasbourg,7.74180690149643,48.5814237423958,moyen,0.0,"Travaux en programmation, remplissage des miroirs en maçonneries et ravalement à prévoir      ",Tour de la Sergenterie (cad. AR 560) : classement par arrêté du 18 novembre 1985,2018-12-31
86,I4C9Y3,Maison,Strasbourg,7.76172611092527,48.581276041607,bon,,"corniches, volets et encadrement de fenêtres en bois, oscillo-battants, mousse en toiture",Façades sur rue et toiture (cad. 35 1) : inscription par arrêté du 9 mai 1978,2018-12-31
87,IGCH61,Maison,Strasbourg,7.75375102044818,48.580610148425,mauvais,50.0,voir état 2014,Façade sur rue : inscription par arrêté du 28 juillet 1937,2018-12-31
88,IWU2UJ,Maison,Strasbourg,7.75418707668277,48.5807808039387,moyen,0.0,"Efflorescence en rdc, traitement pan de bois, infiltrations en corniche, nettoyage du chéneau.",Façades et toiture : inscription par arrêté du 10 septembre 1937,2018-12-31
89,INTHQC,Maison,Strasbourg,7.75497073619698,48.5811701712305,bon,,Efflorescence en rdc,Façades et toitures sur rues (cad. A 58) : inscription par arrêté du 20 mars 1967,2018-12-31
90,IPNRBI,Maison,Strasbourg,7.75523647308876,48.5812885154261,moyen,100.0,Altération de l'enduit et du pan de bois,Aile droite avec ses deux tours : inscription par arrêté du 17 juillet 1946,2018-12-31
91,I7XT2E,Maison,Strasbourg,7.75572226737409,48.5814648920425,moyen,100.0,Efflorescence en sous face du balcon sur rue. Balcon sur cour et départ escalier pas visités,"Chapelle et fontaine de la Trinité (cad. YL 10, 11) : inscription par arrêté du 17 septembre 1973",2018-12-31
92,IA71AG,Immeubles,Strasbourg,7.75257194115147,48.5829510199056,moyen,0.0,Fuites en toiture,"Façades, toitures et ossature intérieure en bois (cad. 20 53, 52) : inscription par arrêté du 11 octobre 1971",2018-12-31
93,IFEYSA,Immeuble,Strasbourg,7.75142607398272,48.5786590484352,moyen,100.0,"deux vantaux, éclat poignée en partie basse, sous face balcon ragréée , prévoir étanchéité plomb ",Porte (vantaux compris) et balcon : inscription par arrêté du 25 juin 1929,2018-12-31
94,IM8UMN,Maison,Strasbourg,7.75090331091102,48.5784063958514,moyen,5.0,voir état 2014,Eglise : classement par arrêté du 23 mars 1904,2018-12-31
95,IGSEBK,Maison Baehr (ancienne),Strasbourg,7.74384615830065,48.5808129222618,moyen,20.0,"remontées capillaires en soubassement, fissures de l'enduit, balcon en grès sans étanchéité",Choeur et abside : classement par arrêté du 2 juin 1915,2018-12-31
