,id,name,Arrondissemnt,Coor_x,Coor_y,Status,Dommages,Commentaire,Précision,Date
16,IIVJ3L,Eglise catholique de l'Assomption de la Bienheureuse Vierge Marie,Colmar-Ribeauvillé,7.36487771608007,48.204923923027,bon,15.0,"mise en conformité PMR et incendie prévus en 2018-19, dépose de joints ciment à prévoir en façade","La façade du 16e siècle sise sur le côté ouest de la petite cour attenant à l'ancienne église du Saint-Esprit : classement par arrêté du 22 avril 1932 - La façade et la toiture de la maison sise 31 quai Vauban, ainsi que la chaussée et le quai : inscription par arrêté du 16 septembre 1933 - Le mur entre rue et cour avec grand portail ; les façades sur rue et sur cour, ainsi que les combles qui les surmontent de l'immeuble sis rue Claude Goudimel : inscription par arrêté du 25 octobre 1937 - La tour en totalité, sise 5 rue Goudimel et 29, quai Vauban, y compris la porte déposée et la fermeture en bois de la tour d'escalier (cad. AD 135) : classement par arrêté du 19 août 2005 ; Les parties suivantes de l’enceinte urbaine : les vestiges enfouis de la contrescarpe de la tour bastionnée de Rivotte situés sur la parcelle 58 (section DK), les vestiges du rempart, même ceux enfouis, entre la tour bastionnée de la Rivotte et la tour bastionnée de Brégille, situés sur la parcelle n°11 (section AK), la partie du rempart entre le bastion du moulin Saint-Paul et les vestiges de la tour bastionnée Saint-Pierre, située 22 avenur Arthur-Gaulard, sur les parcelles n°16 et 67 (section AH), les vestiges de la tour bastionnée Saint-Pierre située rue Elisée Cusenier, sur la parcelle n°29 (section AE), les vestiges enfouis de la lunette de Bregille, situé sur la parcelle n°109 (section CX), le corps de garde est de Chamars du XVIIIe siècle, situé 2 avenue de la Gare d’Eau, sur la parcelle n°36 (section AR), l’ensemble des vestiges enfouis de la seconde ligne de remparts situés sous l’hôpital Saint-Jacques, sur la parcelle n°5 (section AV), 2 avenue de la Gare d’eau, parking du Département Doubs, 4 et 6 avenue de la Gare d’eau, sur les parcelles n°35, 44, 48 et 73 (section AR), le corps de garde nors de la porte d’Arènes, situé sur la parcelle n°164 (section AX), tels que délimités en rouge sur le plan annexé à l’arrêté : inscription par arrêté du 10 septembre 2019 ; En totalité, le temple du Saint-Esprit, ancienne église de l’hôpital du Saint-Esprit, y compris sa chapelle nord ainsi que le corps de logis, situé entre le porche actuel de l’église et la galerie en bois, situé 5, rue Claude-Goudimel, sur les parcelles n° 107 et 121, figurant au cadastre section AD, tel que délimité par un liseré rouge sur le plan annexé à l’arrêté : inscription par arrêté du 5 août 2020",2018-12-31
17,IKQOZQ,Fontaine,Colmar-Ribeauvillé,7.36154709620955,48.205819315357,péril,20.0,Dégradation très avancée,"Le grand salon avec son décor du pavillon de la Fondation des Etats-Unis (cad. BE 1, cf plan annexé à l'arrêté) : inscription par arrêté du 10 septembre 2009",2018-12-31
18,I8GKE1,Fortifications (vestiges des anciennes),Colmar-Ribeauvillé,7.36504097561851,48.2062984736386,bon,,régulièrement entretenu par tranche,Façade : classement par arrêté du 7 février 1920,2018-12-31
19,IROBEG,Hôtel de Ville,Colmar-Ribeauvillé,7.36201123845627,48.205803744682,bon,,Combles non visités.,Façade et toiture : inscription par arrêté du 13 juin 1929,
20,IO9N6H,Immeuble,Colmar-Ribeauvillé,7.36148038819171,48.2060190778326,bon,5.0,Façade et toiture sur rue visitées.,"Façades et toitures (cad. AB 3, 4) : inscription par arrêté du 2 mars 1981",2018-12-31
21,IXBU85,Ecole (ancienne),Colmar-Ribeauvillé,7.36444321713033,48.2047765588003,moyen,50.0,Assainissement des façades à prévoir (enduit cimenté). Combles non visités.,Eglise (cad. B 1203) : inscription par arrêté du 19 mars 1926,2018-12-31
22,IU4V59,Maison,Colmar-Ribeauvillé,7.36058794090324,48.2060650929695,moyen,20.0,Travaux couverture et enduits à prévoir.,Façades et toiture : inscription par arrêté du 13 juin 1929,2018-12-31
23,IR0VH2,Maison,Colmar-Ribeauvillé,7.36057038042008,48.2061504816374,bon,10.0,Désordres structurels sur la galerie en bois.,La lucarne en granit (cad. AC 185) : inscription par arrêté du 1er mai 1933,2018-12-31
24,IOOQ5I,Maison,Colmar-Ribeauvillé,7.36158764521726,48.206032682123,bon,40.0,Façade sur cours non visitée.,Façades sur rue et sur cour : inscription par arrêté du 13 juin 1929,2018-12-31
25,IK2VQU,Maison,Colmar-Ribeauvillé,7.36262557060887,48.2044721765467,bon,5.0,portail d'entrée à l'habitation,"Croix de chemin dite croix rouge, sur la R.N. 89 côté Est, à 1 km de Baix (cad. NON CADASTRE ; DOMAINE PUBLIC) : classement par arrêté du 20 janvier 1983",2018-12-31
26,IFLM61,Champ de bataille de la Tête-des-Faux,Colmar-Ribeauvillé,7.0786037,48.1539895,mauvais,10.0,,Sommet de la Tête-des-Faux avec ses ouvrages fortifiés sur une superficie de 05a 40ca : classement par arrêté du 12 mars 1932,2018-12-31
27,IM3PYY,Calvaire du cimetière,Colmar-Ribeauvillé,7.36912544327163,48.0942662561618,bon,0.0,Épaufrures anciennes doigts de St Jean. Parties hautes du Christ peu visibles: verrière et trop haut,Porte de la Rade ou Porte Massillon : inscription par arrêté du 27 janvier 1926,2018-12-31
28,IG1MAA,Corps de garde (ancien),Colmar-Ribeauvillé,7.35780287891912,48.0768728100321,mauvais,50.0,"couverture, enduits, menuiseries, pierres de taille à restaurer",Niche adossée au mur de soutènement du préau : classement par arrêté du 21 juillet 1947,2018-12-31
29,IPZY8N,Cour d'Appel,Colmar-Ribeauvillé,7.35083938640456,48.0715201351582,bon,60.0,travaux d'entretien régulier,"Façades et toitures, hall d'entrée avec escalier d'honneur (cad. OB 20) : inscription par arrêté du 15 novembre 1985",2017-12-31
30,I9W4UZ,Couvent Sainte-Catherine,Colmar-Ribeauvillé,7.3539083398908,48.078979477309,moyen,10.0,"accessibilité PMR 2017, travaux de couverture à prévoir",Menhir dit Le But de Gargantua et dolmen dit Le Berceau (cad. AL 170) : classement par arrêté du 23 octobre 1974,2018-12-31
31,I6DOET,Couvent des Dominicains,Colmar-Ribeauvillé,7.3549744,48.0782335,moyen,,restauration prévue pour 2019,Cloître : classement par arrêté du 2 novembre 1948 ; Eglise : classement par arrêté du 2 novembre 1948,
32,IXWT70,Musée d'Unterlinden,Colmar-Ribeauvillé,7.35539846598107,48.0796930611298,moyen,,"restauration 2012, remontées capillaires (chapelle) et problème structurel (plafRDC) études en cours","Façades et toitures sur cour ; escalier à vis ; pièces suivantes avec leur décor au deuxième étage : entrée, salon et chambre (cad. CE 1189) : inscription par arrêté du 30 mars 1978",
33,IWQ7TH,Douane (ancienne),Colmar-Ribeauvillé,7.35895252806043,48.0758253242854,moyen,20.0,Étude préalable Duplat ACMH 2018. Infiltrations en toitures.,Eglise de la Chapelle-Saint-Robert : classement par arrêté du 20 octobre 1920,2018-12-31
34,IE6UCO,Eglise protestante Saint-Matthieu,Colmar-Ribeauvillé,7.36067236812413,48.0770899808328,moyen,30.0,Remontées d'eau surtout autours du choeur. Fresque jubé quasi-disparue. xylophages charpente traité ,Porte de la ville : classement par arrêté du 27 avril 1922,2018-12-31
35,I3FJKC,Collégiale Saint-Martin (ancien),Colmar-Ribeauvillé,7.35811095220891,48.0773472791039,mauvais,70.0,"restauration vitraux, pierres de tailles, chute d'éléments sculptés possible, couverture.",Halle (ancienne) (cad. AB 146) : classement par arrêté du 23 septembre 1977,2018-12-31
36,IDGOD4,Enceinte médiévale (vestiges),Colmar-Ribeauvillé,7.36221061622026,48.0750993333609,mauvais,,"Joints disparus ou au ciment, briques pulvérulentes, arases ciment partiellement disparues","Restes des enceintes du Moyen-Age, situés au bord de la Lauch : inscription par arrêté du 18 juin 1929",
37,I2KA8H,Gare centrale des voyageurs,Colmar-Ribeauvillé,7.34693162305313,48.0724742021899,moyen,20.0,travaux de reprise des menuiseries+ lucarnes projetés,Portail : classement par arrêté du 30 décembre 1913,2018-12-31
38,I3T8RR,Hôpital (ancien),Colmar-Ribeauvillé,7.36116189059865,48.0763204541868,moyen,10.0,"restauration complète 2009, qq pierres dégradées, joints ouverts sur le fronton, cassures au Nord ","Façades principales et latérales : inscription par arrêté du 18 juin 1929, modifié par arrêté du 4 décembre 1946",2018-12-31
39,IHJOJE,Hôtel de Reiset (ancien),Colmar-Ribeauvillé,7.3581412687429,48.0791938144173,bon,0.0,menuiseries non adaptées,Façade et toiture : inscription par arrêté du 18 juin 1929,2018-12-31
40,IV5B7U,Hôtel de Ville,Colmar-Ribeauvillé,7.35850394868308,48.0790692040378,bon,40.0,menuiseries non adaptées,"Porte de l'Horloge avec le donjon, comprise dans les anciens remparts : classement par arrêté du 2 mai 1921 ; Parties subsistantes de l'enceinte (cad. G 97, 279, 329, 346, 381, 385, 491, 504, 576, 693, 697, 739, 771) : inscription par arrêté du 23 juillet 1981 ; Portes de Giroux et de l'Etang (ou de Cabrières) ; tour de la Citadelle et tour dite tour carrée : classement par arrêté du 23 juillet 1981",2018-12-31
41,I4JSI7,Immeuble,Colmar-Ribeauvillé,7.36037587034937,48.0790012786161,mauvais,0.0,"pierres soubassement dégradées, délitement corniche, sculptures d'acrotère très dégradées",Eglise (ancienne) : inscription par arrêté du 1er mars 1951,2018-12-31
42,IXLH2A,Immeuble,Colmar-Ribeauvillé,7.35620823185138,48.0718793413682,bon,50.0,traces de rouille sur portail,L'église en totalité (cad. AB 197) : inscription par arrêté du 28 novembre 2011,2018-12-31
43,I8VCPC,"Immeuble, actuellement ministère de la Justice",Colmar-Ribeauvillé,7.35634743597881,48.0760686573593,moyen,70.0,"enduits en partie basse dégradés, couverture à vérifier",Façades et toitures sur rues et sur cour y compris les galeries à balustrades et le passage d'entrée (cad. CA 1) : inscription par arrêté du 30 décembre 1985,2018-12-31
44,I83IPC,Lycée Bartholdi,Colmar-Ribeauvillé,7.35528770608129,48.0735918901137,mauvais,50.0,"salle des actes et bibliothèque dégradées, stucs épaufrés, infiltrations d'eau, fresques à restaurer",Château : classement par liste de 1889,2018-12-31
45,IYL03D,Maison Pfister,Colmar-Ribeauvillé,7.35814955304712,48.0767493944335,bon,0.0,restauration 2013,Tour et chapelle Saint-Pierre (cad. G1 1) : classement par arrêté du 23 février 1965,2018-12-31
46,I0AEGQ,Maison Schongauer,Colmar-Ribeauvillé,7.35800233036886,48.0765842734805,bon,5.0,"Enduit en surépaisseur du pan de bois, soubassement ciment et peinture plastique",Manoir en pans de bois avec tourelle polygonale situé près de la Moune : inscription par arrêté du 26 décembre 1928 ; Pavillons d'entrée ; pigeonnier : inscription par arrêté du 11 avril 1947,2018-12-31
47,IBQS56,Maison des Têtes,Colmar-Ribeauvillé,7.35555466772773,48.0786208459136,bon,0.0,restauré en 2012,"Porte de ville, près de l'église : inscription par arrêté du 6 mars 1928",2018-12-31
48,IA48CP,Cour des Ribeaupierre (ancienne),Colmar-Ribeauvillé,7.35750526663843,48.0762403233997,moyen,,"linteau brisé, micro-fissures dans l'enduit","Ancienne abbaye, y compris sa fontaine (cad. ZB 51 : restes des bâtiments (aire du cloître et sols archéologiques) ; 52, 53 : restes des bâtiments (emprise de l'église et sols archéologiques) ; 54, 55 : bâtiment central (façades et toitures, grand escalier avec sa rampe en fer forgé, salle capitulaire, salle à manger et salon de musique au rez-de-chaussée, salle à manger, salon et chambre dite de l'Evêque au premier étage) , partie est du logis et aile en retour ; 71 : fontaine) : classement par arrêté du 29 mai 2001",2018-12-31
49,ILK11U,Maison,Colmar-Ribeauvillé,7.35552514995277,48.0771703759674,péril,0.0,"Bases en pierre délitées ou brisées, bois partiellement pourri, infiltrations, absence d'entretien","Voir : ensemble formé par la place Stanislas, la rue Héré et la place de la Carrière (réf. PA00106099).",2018-12-31
50,IRH6NB,Maison,Colmar-Ribeauvillé,7.35627796711545,48.0765697217849,moyen,0.0,léger délitement pierre de base du portail,Eglise : classement par arrêté du 30 mars 1904,2018-12-31
51,IE34Y3,Maison,Colmar-Ribeauvillé,7.35588436002145,48.0781877922956,moyen,20.0,"Dégradation en partie supérieure, épaufrures, manque l'entablement (déposé)",L'église : classement par arrêté du 23 avril 1911,2017-12-31
52,IVP1YG,Maison Adolphe,Colmar-Ribeauvillé,7.35809299749176,48.076842586325,moyen,10.0,"Quelques fissures dans l'enduit et pierres dégradées, grosse fissure verticale dans mur du schlupf","Pont sur la Voueize, sur un chemin rural non reconnu, faisant partie de la voirie urbaine : classement par arrêté du 21 mars 1958",2018-12-31
53,I2FFKX,Maison Pfeffel,Colmar-Ribeauvillé,7.35578043685282,48.0750960750902,moyen,50.0,Délitement base du portail,"Le portail du 18e siècle, aujourd'hui muré, sur la rue Pfeffel : inscription par arrêté du 18 juin 1929",2018-12-31
54,IV3OOU,Maison Fleischhauer,Colmar-Ribeauvillé,7.35528648108963,48.0757386836248,moyen,0.0,"finition façade organique partant en plaques, pierres abîmées en partie basse",Eglise : classement par arrêté du 4 septembre 1913,2018-12-31
55,IYDBPD,Arcades,Colmar-Ribeauvillé,7.35997254459758,48.0768889914151,mauvais,,"joints ouverts, nombreuses pierres de taille cassées ou délitées",Arcades : inscription par arrêté du 6 novembre 1929,2018-12-31
56,I8PHQQ,Maison,Colmar-Ribeauvillé,7.35931894845682,48.0765169665287,moyen,30.0,"Pierres cassées sur oriel, sculpture du faîtage altérée par les intempéries","Chapelle de Janville (cad. B 55, 56) : classement par arrêté du 7 décembre 1943",2018-12-31
57,I8UEM6,Maison Saint-Jean,Colmar-Ribeauvillé,7.35762441901703,48.0749299984276,bon,15.0,Restauré 2016,"Ensemble immobilier, sauf deux bâtiments modernes ; parc avec ses statues ; sol des cours (cad. A 199 à 203, 206 à 210) : classement par arrêté du 5 août 1988",2018-12-31
58,I81HAS,Maisonnette Bohn,Colmar-Ribeauvillé,7.3588982459678,48.0765184715784,bon,0.0,Reconstruite et déplacée en 2008,Eglise : classement par arrêté du 5 février 1920,2018-12-31
59,IVLP66,Maison,Colmar-Ribeauvillé,7.35803690119364,48.0767629132391,mauvais,50.0,"Mauvais entretien des bois, bois vermoulu à plusieurs endroits",Eglise Saint-Frambourg : classement par liste de 1862,2018-12-31
60,I8HQN3,Maison,Colmar-Ribeauvillé,7.35862822301871,48.0761889069301,moyen,20.0,"corniche plâtre dégradée et fissure dans l'enduit au 25, 23 rue des marchands en bon état","Façades sur rue avec oriel et inscription, toiture : inscription par arrêté du 18 juin 1929",2017-12-31
61,IJL073,Maison,Colmar-Ribeauvillé,7.35837046533966,48.0762256524907,moyen,0.0,"Claveau de clé descendu, réparations au ciment, grille moderne fixée dans pierre, délitements","Jardin, y compris la clôture, les fabriques ou assimilés, les ornements et la statuaire conçus en même temps que lui (cad. HV 2, 3, 589) : inscription par arrêté du 19 novembre 1990",2018-12-31
62,IYSEUO,Maison,Colmar-Ribeauvillé,7.35953530843718,48.0772260065514,moyen,100.0,"Peintures organiques cloquées, pierres de taille avec peintures écaillées ",Vieux puits : classement par décret du 14 novembre 1923,2018-12-31
63,I4QE68,Maison,Colmar-Ribeauvillé,7.35587640512335,48.0747684790766,bon,50.0,Délitement base du portail d'entrée sur cours (non MH?),Façades et toitures des bâtiments sur rue des Canards et sur cour : inscription par arrêté du 18 juin 1929,2018-12-31
64,IKY9M8,Maison,Colmar-Ribeauvillé,7.35747120632582,48.0776552839808,moyen,0.0,Traces d'humidité et cloques dans l'enduit dans les murs de l'escalier au sous-sol,"L'entrée monumentale ; les anciens bâtiments réguliers du 18e siècle ; les vestiges du moulin abbatial ; les communs à l'exclusion des éléments du 19e siècle ; les parcelles formant le sol de l'abbaye. (cad. P 351 à 357, 621) : inscription par arrêté du 24 mai 1988",2018-12-31
65,IYL2BZ,Maison,Colmar-Ribeauvillé,7.35860171871811,48.0738363564572,mauvais,20.0,"versement oriel, pierres cassées, fissures, escalier en vis cassé, bois non entretenus, xylophages",Façades sur rue et sur cour et toitures : inscription par arrêté du 18 juin 1929,2018-12-31
66,IQ1LH5,Musée Bartholdi,Colmar-Ribeauvillé,7.35756458278428,48.0766434680271,mauvais,40.0,Portail du fond dégradé par remontées capillaires - Sculptures altérées en parties base -,Deux portes du 17e siècle : inscription par arrêté du 18 juin 1926,2018-12-31
67,IVXXQC,Tribunal de Grande Instance,Colmar-Ribeauvillé,7.35799214866958,48.0757090669732,mauvais,0.0,"gros désordres en charpente, diag en cours",Eglise : classement par liste de 1840,2018-12-31
68,ICQZBC,Poêle des Laboureurs (ancien),Colmar-Ribeauvillé,7.36094782068368,48.0782479623237,moyen,100.0,"travaux de couverture à prévoir, enduits et portail sculpté dégradés",Dolmen de Lou Serre Dinguille : classement par liste de 1889,2018-12-31
69,IX45U0,Puits,Colmar-Ribeauvillé,7.35725752907452,48.0783078943947,bon,10.0,Épaufrures à la base gauche,Puits datant de 1584 : inscription par arrêté du 28 juin 1937,2018-12-31
70,I03JBB,Statue de l'amiral Bruat,Colmar-Ribeauvillé,7.35275827301661,48.075578898417,moyen,35.0,"oxydation généralisée, craquelures",L'église en totalité (cad. AC 114) : inscription par arrêté du 18 avril 2016,2018-12-31
71,I5Z4L1,Statue du Général Rapp,Colmar-Ribeauvillé,7.35419091167039,48.0770255424072,bon,30.0,,"Les restes de l'abbaye, y compris le sol (cad. AO 12, 14, 16, 17) : classement par arrêté du 9 janvier 1970 - L'allée donnant accès à l'abbaye (cad. AO 15) : classement par arrêté du 11 mai 2009",2018-12-31
72,I9U0GC,Synagogue,Colmar-Ribeauvillé,7.36250132196461,48.0769765169284,moyen,30.0,"micro-fissures dans l'enduit, pierres abîmées",Façade et toiture (cad. BR 145) : inscription par arrêté du 6 juin 1933,2018-12-31
73,IBDY1Z,Abbaye de Marbach ,Colmar-Ribeauvillé,7.27500967146621,48.0254515850083,moyen,50.0,Travaux sur le mur d'enceinte réalisés au ciment. Effondrement déc 2017 portion mur à entrée du site,,2018-12-31
74,IKTKMK,Château de Dagsbourg (ruines),Colmar-Ribeauvillé,7.27289842096671,48.039245624644,mauvais,100.0,"risque de chute de pierres, arases à reprendre",Château de Dagsbourg (ruines) : classement par liste de 1840,2018-12-31
75,ILHXN1,Château des évêques de Strasbourg (ancien),Colmar-Ribeauvillé,7.30625034981316,48.0426578321175,bon,0.0,"présence de développements cryptogamiques en contre-forts et statuaire sur l'angle, mur de bossage",Eglise : classement par liste de 1862,2018-12-31
76,IMYOHW,Eglise catholique Saints-Pierre-et-Paul,Colmar-Ribeauvillé,7.30514684716713,48.0422241973563,bon,,portail romain polychrome bhon état,"L'ancien évêché, avec sa cour d'honneur, ses terrasses, ses jardins plantés de tilleuls et de marronniers et la petite rotonde située à l'extrémité de la terrasse principale : classement par arrêté du 25 juin 1930",
77,IY2B0A,Maison,Colmar-Ribeauvillé,7.30635611899598,48.0429704271715,moyen,100.0,Couverture: tuiles à remplacer (projet de travaux pour transformation en restaurant en cours),Façades et toiture : inscription par arrêté du 22 mars 1934,2018-12-31
78,IZN8KG,Maison,Colmar-Ribeauvillé,7.30648273868654,48.0429181828426,moyen,5.0,Couverture: tuiles à remplacer (projet de travaux pour transformation en restaurant en cours),Porte : inscription par arrêté du 17 février 1928,2016-12-31
79,I2JPOQ,Fontaine ,Colmar-Ribeauvillé,7.30538828102343,48.0430322410594,bon,30.0,Quelques réparations cimentées ?,Façades : inscription par arrêté du 6 juillet 1927,2018-12-31
80,IY2U47,Fortification (anciennes),Colmar-Ribeauvillé,7.3933716,48.1872122,bon,60.0,Enduits porte haute à revoir (humidité). Percements sur une des tours autorisés ?,Eglise : classement par liste de 1840,2018-12-31
81,IYHU2C,Maison,Colmar-Ribeauvillé,7.32897739800058,48.0178269771411,mauvais,10.0,Jambage gauche fortement altéré. Encadrement pierre altéré. Joints cimentés. Croûte noire.,Ferme dite Pra-Plot (cad. AM 10) : inscription par arrêté du 7 octobre 1985,2018-12-31
82,I5H5AT,Remparts (anciens),Colmar-Ribeauvillé,7.328063,48.0176014,bon,40.0,Dévégétalisation et entretien des parties hautes.,"Oratoire avec statue du Dieu-de-Pitié, au Nord du village : inscription par arrêté du 19 novembre 1946",2018-12-31
83,IQK3EV,Eglise mixte de Wihr-en-Plaine,Colmar-Ribeauvillé,7.41325521247903,48.0843627069161,bon,5.0,,"Le monument aux morts de la guerre de 1914-1918 et son enclos délimité par une grille en fer forgé et un muret, tels que représentés sur le plan annexé à l’arrêté, situés sur la place La Fayette, domaine public communal non cadastré : inscription par arrêté du 21 décembre 2020",2018-12-31
84,ILYYHA,Eglise mixte Saint-Jacques-le-Majeur et son enceinte fortifiée,Colmar-Ribeauvillé,7.31059692849513,48.1784607128737,mauvais,,Remontées capillaires + efflorescences salines intérieurs. Sol (grès) altéré. ,"Eglise et son enceinte fortifiée (cad. D 389, 390) : classement par arrêté du 23 mars 1972",
85,IKL1EV,Châteaux de Weckmund et de Wahlenbourg (ruines),Colmar-Ribeauvillé,7.27315283173483,48.0386668223705,mauvais,20.0,Traitement des arases à prévoir. Pierres instables. ,Eglise de l'Ecluse-Haute (cad. B 164) : classement par arrêté du 15 octobre 1974,2018-12-31
86,I72GBA,Mairie (ancienne),Colmar-Ribeauvillé,7.30229178542775,48.0988054910816,bon,5.0,PC 2013 - Remplacement menuiseries. Remontées capillaires visibles sur le placage du soubassement. ,Eglise : classement par arrêté du 2 avril 1915,2018-12-31
87,IAJ8WR,Château de Wineck,Colmar-Ribeauvillé,7.27791879090573,48.1091438899587,bon,,arases à entretenir,"Ruines du château (cad. 11 172) : inscription par arrêté du 11 octobre 1984 ; Enceinte extérieure du château (cad. 11 171, 173 à 176 & DOMAINE PUBLIC) : inscription par arrêté du 3 mai 1991",
88,IQKJUS,Chapelle Saint-Michel et son ossuaire,Colmar-Ribeauvillé,7.26372385496206,48.139127694264,bon,15.0,- Présence de moisissures sur la voûte à l'aplomb des ossements ?,"Porte du rempart située à l'entrée du cimetière, route de Roquemaure, au Sud-Ouest de la ville (cad. P 49) : classement par arrêté du 21 août 1935 ; Restes du rempart au Sud-Ouest de la ville (cad. P 45 à 47, 55, 56) : classement par arrêté du 5 décembre 1938",2018-12-31
89,II1X5L,Chapelle Notre-Dame du Scapulaire,Colmar-Ribeauvillé,7.26058582748851,48.1403372106023,bon,15.0,- Révision couvertures à prévoir. Remplages fissurés. ,Chapelle de l'Oberhof dite Notre-Dame du Scapulaire : classement par arrêté du 23 août 1946,2018-12-31
90,IW3Z3J,Chapelle Saint-Wolfgang,Colmar-Ribeauvillé,7.26595435933769,48.1351624868725,bon,10.0,- Prévoir démoussage toiture & gouttières; révision complète de la  couverture.,"La grande fontaine, en totalité (cad. section C, domaine public, à proximité des parcelles 53 et 174) : inscription par arrêté du 5 décembre 1996",2018-12-31
91,IS94VX,Enceinte du château,Colmar-Ribeauvillé,7.26242876080136,48.1400291416926,péril,5.0,Maçonneries instables. Effondrement d'une portion importante en janv 2018.,"Cabinet peint situé au premier étage de l'aile ouest (cad. A 1386) : classement par arrêté du 23 décembre 1998 - Château, à l'exception de la partie classée, avec les communs, le jardin ouest, le jardin est avec son mur de clôture et l'orangerie (cad. A 1385 à 1387, 1394, 1395, 2058 pour le château ; 1342 à 1346, 1388, 1389, 2076, 2791, 2792 pour les communs ; 1350, 1392, 1393 pour les jardins) : inscription par arrêté du 23 décembre 1998",2018-12-31
92,IHP5N2,Couvent d'Alspach,Colmar-Ribeauvillé,7.23693445059707,48.1527333203547,bon,20.0,,Couvent d'Alspach : classement par arrêté du 6 décembre 1898,2018-12-31
