ID,Nom,Arrondissemnt,Coor_x,Coor_y,Status,Dommages,Commentaire,Précision,Date
IWB5UR,Eglise protestante,Sélestat-Erstein,7.53727700562112,48.2374537773543,bon,40.0,enduits ciment à purger,"L'église, y compris les peintures murales qu'elle renferme ainsi que les monuments funéraires (cad. 1 23) : classement par arrêté du 2 juin 1970",2016-12-31
I3GY9S,Immeuble Boegler,Sélestat-Erstein,7.53903265997363,48.2374034026373,bon,100.0,,"Façades, toiture et porte d'entrée sur rue : classement par arrêté du 28 octobre 1929",2017-12-31
IIPKOF,Eglise protestante ,Molsheim,7.18686352446558,48.4216210969373,moyen,5.0,"Intérieurs non vus. Enduits ext. cimentés, salissures, probable humidité","La tour ainsi que la pierre tombale datée de 1486 et placée dans la nef, à l'entrée du choeur : inscription par arrêté du 23 février 1938",2016-12-31
IU04JP,Eglise protestante,Sélestat-Erstein,7.44785530065839,48.4093918697808,bon,,,Tour de l'église avec les monuments funéraires qu'elle renferme : inscription par arrêté du 25 avril 1935,
IV0SWQ,Ancien Hôtel Marco,Sélestat-Erstein,7.45113414510052,48.4102541868861,moyen,30.0,"maçonneries saines, entrées cochères en mauvais état projet de restauration en cours","Les façades et les toitures du bâtiment principal avec les deux entrées cochères et leurs balcons ; l'escalier intérieur en bois à balustres avec départ de rampe sculptée ; façades du pavillon des communs avec sa toiture à comble brisé, les deux petits pavillons d'angle de la propriété : inscription par arrêté du 25 avril 1935",2018-12-31
I9RPI5,Hôtel de Ville,Sélestat-Erstein,7.44925930932663,48.4088601104961,bon,50.0,,Façades et toiture : inscription par arrêté du 5 mai 1931,2018-12-31
IC35E4,Maison,Sélestat-Erstein,7.44943849738771,48.4091963518648,bon,10.0,,Façade principale : inscription par arrêté du 25 avril 1935,2018-12-31
ISRB69,Centre de fermentation des tabacs,Sélestat-Erstein,7.5947412858805,48.3707747604368,bon,5.0,"patchwork de menuiseries pvc, bois et alu. ",Façades et toitures du complexe industriel et du pavillon administratif (cad. D 1408/352) : inscription par arrêté du 20 décembre 1988,2018-12-31
IAUBZE,Ancien château épiscopal,Sélestat-Erstein,7.5961028112935,48.3708066269935,bon,40.0,les éléments de sous bassement sont dégradés(remontées capillaires) sol étanche à déposer,Porte Renaissance (cad. D 351) : inscription par arrêté du 20 décembre 1988,2018-12-31
IQI9J7,Hôpital,Sélestat-Erstein,7.59533086143632,48.368841885899556,moyen,20.0,manque d'entretien lente dégradation,"Façades sur rue et sur cour y compris la pierre tombale encastrée dans la façade sur cour, et le vestibule d'entrée du bâtiment au fond de la cour : inscription par arrêté du 12 octobre 1929",2018-12-31
I2MH9W,Hôtel de ville,Sélestat-Erstein,7.59497073805894,48.3691083555836,bon,100.0,,Façades avec tour d'horloge et toitures : inscription par arrêté du 12 octobre 1929,2018-12-31
IUT1F6,Maison,Sélestat-Erstein,7.59574070231565,48.3696080975438,mauvais,,"enduits au ciment, peintures acryliques, mise hors d'eau et hors air ",Façades et toitures ; tourelle d'escalier ; au rez-de-chaussée à l'intérieur : chambranle de porte à clef armoriée (cad. D 1237) : inscription par arrêté du 20 décembre 1988,
IMTPW1,Maison,Sélestat-Erstein,7.59489250225822,48.369477584243,bon,50.0,escalier sur cour pas vu,Pierre sculptée de la façade sur rue et escalier avec porte sur cour : inscription par arrêté du 12 octobre 1929,2018-12-31
I9L756,Ancien relais de poste à chevaux,Sélestat-Erstein,7.5913599448314,48.3715405837188,moyen,5.0,Le bâtiment principal est restauré. Projets de restauration des annexes en cours,"Mur de clôture de la cour avec ses deux porches d'entrée et de sortie et sa porte piétonne médiane en fer forgé rocaille ; les façades et toitures du corps de logis principal à l'exclusion de la véranda ; à l'intérieur au rez-de-chaussée : l'escalier à balustres en bois dans le hall d'entrée, la salle à manger avec son plafond à corniche stuquée et sa cheminée de style Louis XV avec son trumeau ; façades et toitures des dépendances et du pavillon de jardin dans le parc (cad. D 8, 1086/8) : inscription par arrêté du 1er octobre 1986",2018-12-31
I447LF,Site archéologique,Sélestat-Erstein,7.61392909966049,48.3690259538533,bon,,site archéo,"Site archéologique (cad. B 173, 392/181, 182/186, 456/186) : inscription par arrêté du 16 juillet 1976",
IL2LH0,Synagogue,Sélestat-Erstein,7.59473814381252,48.370477240137,mauvais,50.0,"périls sur les décors intérieurs, maçonneries a restaurer et mise hors d'eau urgente",Synagogue (cad. D 748/338) : inscription par arrêté du 8 octobre 1984,2018-12-31
IK4BKR,Eglise protestante,Saverne,7.15668419580098,48.8978883876707,bon,,Intérieurs non visités.,Eglise protestante (cad. 1 121) : classement par arrêté du 26 juin 1990,
ISZ1NU,Eglise catholique Notre-Dame,Sélestat-Erstein,7.46382692576137,48.4528427659893,mauvais,40.0,"couverture ardoises,maçonnerie pierre de taille + chéneaux à revoir.remontées capillaire importantes",Armoire murale encastrée dans la tour : inscription par arrêté du 21 avril 1934,2018-12-31
ISOF6X,Maison,Sélestat-Erstein,7.46207610048911,48.4522146309599,moyen,60.0,travaux d'entretien sur les couvertures et réfection des enduits à prévoir,Oriel sur la façade principale : inscription par arrêté du 21 avril 1934,2018-12-31
I4W2G2,Puits,Sélestat-Erstein,7.46301862136326,48.4512226030347,bon,,"entretien régulier, mousse localisée",Puits : inscription par arrêté du 21 avril 1934,2018-12-31
IXS4U7,Puits,Sélestat-Erstein,7.46601442795865,48.4541080311103,moyen,3.0,consolidations ponctuelles au mortier de ciment,Puits : inscription par arrêté du 21 avril 1934,2018-12-31
IGYXYU,Eglise protestante de Kuhlendorf,Haguenau-Wissembourg,7.92175411962627,48.9145560987281,moyen,5.0,"couverture vétuste à restaurer, enduits extérieurs en soubassement + menuiseries à entretenir",Les façades et les toitures (cad. 251 01/44) : inscription par arrêté du 24 janvier 1978,2018-12-31
IELOXO,Château,Saverne,7.34394304165807,48.6586014115652,bon,8.0,Intérieurs non visités. Entretien de la couverture.,Château et escalier conduisant de la route au château : inscription par arrêté du 16 octobre 1930,2018-12-31
I3D6RR,Eglise catholique Saint-Louis,Saverne,7.34427895920137,48.6590905063052,bon,65.0,Intérieur non visités. Peinture des soubassements dégradées. Entretien de la couverture à prévoir.,Eglise catholique : inscription par arrêté du 16 octobre 1930,2017-12-31
I7Y72V,Bain rituel juif,Strasbourg,7.7554295833721,48.6146244535661,moyen,80.0,,Bain rituel juif avec son escalier d'accès et sa salle-déshabilloir (cad. 3 3) : classement par arrêté du 17 mai 1977,2018-12-31
IUP3A4,Château de la Cour d'Angleterre,Strasbourg,7.79908757891752,48.6298390611404,bon,,,"Château : façades et toitures, terrasses et clôtures, à l'intérieur : escalier d'honneur et enfilade de cinq pièces lambrissées du rez-de-chaussée ; dépendances du 18e siècle : façades et toitures ; jardin (cad. 25 4) : inscription par arrêté du 21 avril 1995",
I3EVLD,Eglise protestante,Strasbourg,7.75610915234953,48.6153028865604,moyen,,couverture à réviser (travaux d'entretien) ,Façades et toitures (cad. 2 26) : inscription par arrêté du 8 octobre 1984,2012-09-26
IM3ETL,Couvent de Bischenberg,Molsheim,7.47976708205684,48.4832213397913,bon,15.0,Intérieurs pas visités,Choeur de l'église (cad. 8 525) : inscription par arrêté du 16 novembre 1984,2018-12-31
IRLAIP,Banc-reposoir napoléonien,Saverne,7.54338435336212,48.8909525596581,bon,,entretenu,Banc-reposoir napoléonien (cad. C 310) : inscription par arrêté du 9 mai 1988,
IK21VU,Ancienne pharmacie de la cour princière ,Haguenau-Wissembourg,7.86188341091178,48.768194192446,bon,25.0,restaurée en 2013,Façades et toitures (cad. S 87/53) : inscription par arrêté du 16 juillet 1987,2018-12-31
IT0GCN,Tour sur le Gloeckelsberg,Strasbourg,7.60594055163011,48.5092832300818,bon,40.0,,Tour sur le Gloeckelsberg : classement par arrêté du 6 décembre 1898,2018-12-31
IBZ329,Eglise catholique des Saints-Innocents,Sélestat-Erstein,7.41858397190021,48.3405052498722,moyen,,Couverture mauvais état. Intérieurs pas vus.,Le Mont des Oliviers : inscription par arrêté du 29 avril 1931,
IBTN14,Fontaine,Sélestat-Erstein,7.41824351580297,48.3414986724198,moyen,100.0,,Fontaine : inscription par arrêté du 29 avril 1931,2018-12-31
IPYYM9,Chapelle avec Mont des Oliviers,Molsheim,7.44031931508875,48.4780373546455,moyen,,Traitement de la toiture et du grès ,Chapelle avec Mont des Oliviers : inscription par arrêté du 6 janvier 1930,2012-09-26
I38SCI,Maison du Conseil et annexe (ancienne) ,Molsheim,7.43959888515727,48.477733596755,bon,0.0,"Salissures, léger développement cryptogamique",Façades et toitures du corps de garde et de la maison : inscription par arrêté du 6 janvier 1930,2018-12-31
I84R2A,Eglise catholique Saint-Médard,Molsheim,7.44019810207449,48.4779818291917,bon,0.0,"Rejointoiement de l'embase de l'édifice en grès, tuiles faîtière à revoir",Clocher : inscription par arrêté du 6 janvier 1930,2018-12-31
I1S8J7,Hôtel de Ville,Molsheim,7.44008871849113,48.477648656082,bon,25.0,Travaux de mise aux normes + restauration de la toiture de la tour d'escalier 2018,Hôtel de Ville : inscription par arrêté du 6 janvier 1930,2018-12-31
I0W46R,Maison,Molsheim,7.43882864072933,48.4782447136725,moyen,,Couverture en mauvais état,Maison : classement par arrêté du 24 octobre 1930,2012-09-26
IRBJLN,Maison,Molsheim,7.43890430047451,48.4787561238248,bon,,"Fenêtre bois, rejet d'eau en aluminium, pan de bois sans traitement",Façade sur rue : inscription par arrêté du 6 janvier 1930,
IBPFBA,Puits à six seaux,Molsheim,7.4400761999582,48.4774901341873,bon,20.0,Traitement biocide à prévoir,Puits à six seaux : classement par arrêté du 3 juillet 1900,2018-12-31
IU69N7,Puits Renaissance,Molsheim,7.43954660775206,48.4789921618261,bon,,,Puits Renaissance : inscription par arrêté du 6 janvier 1930,2018-12-31
II03D7,Enceinte fortifiée,Molsheim,7.44244729695982,48.4775594812514,mauvais,20.0,Certaines portions des remparts sont sur des parcelles privatisée et en mauvais état,"Les tours des remparts : a- porte basse, b- porte haute, c- arrière-porte : classement par arrêté du 3 juillet 1900 - L'enceinte fortifiée en totalité, comprenant les éléments suivants (cf plan annexé à l'arrêté) : la Muraille (visible et reconstituée) ; les Tours de flanquement ; le Mur de contrescarpe (visible et reconstitué) ; le Fossé (visible et reconstitué) et son assiette ; les accès ; les ponts (cad. 001 87, 88A, 88B, 101 à 104, 127, 128, 131, 133, 139, 140, 143 à 147, 152, 155, 199A, 199B, 200, 203, 204, 209, 210, 215, 241, 251, 287, 295, 296, 299, 300, 310, 312 à 314, 318, 323 ; 002 80 à 83, 108, 109, 310 ; 009 13, 14, 17, 160, 378, 452, 498, 560) : inscription par arrêté du 9 août 2012",2017-12-31
IF5O6G,Eglise catholique Saint-Etienne,Sélestat-Erstein,7.68325225480732,48.3320393727095,moyen,10.0,travaux d'entretien à prévoir sur porte et sur l'ensemble des pierres tombales,Trois pierres tombales de la famille Mueg de Boofzheim situées à l'extérieur du choeur de l'église ainsi que la porte d'entrée Renaissance de la sacristie : inscription par arrêté du 25 avril 1935,2018-12-31
IVZ3W3,Eglise paroissiale simultanée Saint-Arbogast,Sélestat-Erstein,7.49615626965334,48.4172154290545,moyen,20.0,"Intérieurs pas vus, voies d'eaux importantes sur enduits extérieures ",Eglise paroissiale simultanée Saint-Arbogast (cad. 1 365/64) : inscription par arrêté du 26 mars 1986,2018-12-31
IVJ0MF,Banc-reposoir napoléonien,Saverne,7.434315068260021,48.8030262877607,bon,100.0,bien entretenu,Banc-reposoir napoléonien (cad. 219/29 63) : inscription par arrêté du 9 mai 1988,2018-12-31
IPOSPE,Banc-reposoir napoléonien,Saverne,7.44377583637739,48.8336639601908,bon,20.0,éléments verticaux et d'assise refaits,Banc-reposoir napoléonien (cad. G 157) : inscription par arrêté du 9 mai 1988,2017-12-31
IB29R3,Banc-reposoir napoléonien,Saverne,7.48188930509498,48.8012104203935,bon,100.0,"éléments métalliques corrodés, éclatements de grès en partie haute","Banc-reposoir napoléonien (cad. 399/22 1, 2) : inscription par arrêté du 9 mai 1988",2017-12-31
IQQYHH,Banc-reposoir napoléonien,Saverne,7.478979332958212,48.81308881963122,bon,20.0,éléments en grès en partie haute refait,Banc-reposoir napoléonien (cad. 399/23 16) : inscription par arrêté du 9 mai 1988,2017-12-31
I94XYJ,Ancienne chapelle castrale Saint-Georges et halle aux blés,Saverne,7.48337370967847,48.8249229637279,bon,70.0,Campagne de restauration 2013,Chapelle en totalité ; façades et toitures de la hale aux blés y compris la charpente (cad. 4 150) : inscription par arrêté du 16 juillet 1987,2018-12-31
IDT5WX,Eglise catholique Saint-Léger,Saverne,7.47843190523479,48.8230200470311,mauvais,50.0,"Enduits, couverture et joints clocher dégradés. Mérule (sacristie). Humidité. Tvx prévus 2018/19.",Eglise catholique : inscription par arrêté du 16 octobre 1930,2017-12-31
ITL59I,Eglise protestante,Saverne,7.48067055052529,48.8240655006369,moyen,,Assainissement des façades à prévoir. Glacis à reprendre. Intérieurs non visités.,Eglise protestante : inscription par arrêté du 16 octobre 1930,2018-12-31
I9RP9U,Hôtel de Ville,Saverne,7.48255744744871,48.825080347706,moyen,0.0,Enduit cimenté non adapté.,"Façades, toitures et vestibule d'entrée : inscription par arrêté du 16 octobre 1930",2018-12-31
INDFA9,Jardin de l'Hôpital,Saverne,7.48423742328912,48.8240474994063,péril,40.0,Bassins et statue très dégradés. Risques de chute de pierre. ,"Fontaine dite Fontaine des Romains, statue de Mercure et fontaine à bassin trilobé : inscription par arrêté du 16 octobre 1930",2016-12-31
IBT8KL,Maison,Saverne,7.48143669711811,48.8238177783461,bon,100.0,,Façades et toiture : inscription par arrêté du 16 octobre 1930,2018-12-31
IE7O6P,Maison,Saverne,7.4813465153921,48.8240046724281,moyen,,Assainissement des façades (enduit et peinture non adaptés) et travaux de couverture à prévoir.,Façades et toiture : inscription par arrêté du 16 octobre 1930,2016-12-31
IZS7YS,Maison,Saverne,7.4812797606578,48.8240521142195,bon,0.0,,Façade sur rue et toiture : inscription par arrêté du 16 octobre 1930,2018-12-31
IUFOUV,Maison,Saverne,7.48100108954596,48.824459446073,péril,0.0,Sous-face du porche: dégradation avancé (risque d'effondrement). Couverture mauvais état.,Façades sur rue et sur cour : inscription par arrêté du 16 octobre 1930,2018-12-31
IESIVV,Maison,Saverne,7.48102433929999,48.824629068291,moyen,10.0,Grès dégradés. Enduits à reprendre. ,Oriel : inscription par arrêté du 16 octobre 1930,2018-12-31
ISK3J9,Maison,Saverne,7.47982145227047,48.8238927535147,bon,,Remontées capillaires soubassements.,Façades et toitures du bâtiment principal et de l'avant-corps : inscription par arrêté du 16 octobre 1930,
ILJLUM,Maison,Saverne,7.4817106745410005,48.8250870743956,moyen,0.0,Remontées capillaires soubassements. Enduits à contrôler.,Façades et toitures sur rue : inscription par arrêté du 16 octobre 1930,2012-12-31
IGQRPG,Maison,Saverne,7.4801291853036,48.8244547061172,bon,,Remontées capillaires (soubassements),Façades et toiture : inscription par arrêté du 16 octobre 1930,
ITGHUX,Ancienne synagogue,Saverne,7.48011056659273,48.8255483360552,bon,,Mur de clôture: grès dégradés,Façades et toitures ainsi que le parvis avec son mur de clôture (cad. 3 39) : inscription par arrêté du 3 avril 1984,2012-09-26
IL2L79,Château,Strasbourg,7.60473314414203,48.578758204262,bon,,travaux de restauration en cours d'achèvement,Façades et toitures : inscription par arrêté du 18 juin 1929,
INS7SJ,Ruines du château de Salm ,Molsheim,7.14030203059811,48.4531465026146,moyen,,,Château (ruines) : classement par arrêté du 6 décembre 1898,2015-10-12
I6MTO4,Cimetière mennonite,Molsheim,7.14957539762869,48.4569869618591,moyen,,,Cimetière mennonite (cad. 26 48B) : inscription par arrêté du 21 décembre 1984,
IL8R4J,Ancienne ferme mennonite,Molsheim,7.14758452807412,48.4565421004134,moyen,0.0,"Enduit extérieur très lacunaire, maçonnerie grès exposée, menuiseries vétustes",Façades et toitures à l'exception du corps de bâtiment en retour d'équerre à l'ouest ; caves voûtées (cad. 26 63) : inscription par arrêté du 5 décembre 1984,2018-12-31
ICVELK,Ancienne église de Stephansfeld ,Haguenau-Wissembourg,7.70731808413112,48.7179911235097,bon,,,Deux tours y compris le bâtiment qui les relie (cad. 69) : inscription par arrêté du 14 avril 1965,2007-09-13
IUFWA6,Ferme Jacob,Saverne,7.55854463154406,48.8195677717037,bon,30.0,Salissures façades.,Façades et toitures des différents corps de bâtiment (cad. 2 37) : inscription par arrêté du 22 décembre 1981,2018-12-31
IX3ZEF,Château (restes du),Sélestat-Erstein,7.3982284640232,48.2698252253378,moyen,,,"Porte, dite aussi tour des Sorcières, et restes des remparts y attenant : inscription par arrêté du 3 juin 1932",
I1564G,Eglise catholique Saint-Georges,Sélestat-Erstein,7.397657984808,48.2691155906468,bon,,restauration de la couverture et de la charpente récente. Prévoir purge des enduits ciment,"Tour-clocher : classement par arrêté du 22 août 1901 ; Monument funéraire d'Hélène Rimelin : inscription par arrêté du 3 juin 1932 ; Eglise (à l'exception du prolongement moderne de la sacristie) , y compris l'ossuaire et le mur d'enceinte avec ses portails d'accès (cad. 6 100) : inscription par arrêté du 30 octobre 1990",
IDIESB,Fontaine,Sélestat-Erstein,7.39913097202183,48.2714099906013,moyen,0.0,le puits en eau ne fait pas état de travaux d'entretien régulier un ragréage est nécessaire,La fontaine : inscription par arrêté du 11 mai 1932,2018-12-31
I0AGOA,Château Bourcart,Molsheim,7.53340119333919,48.5606184106983,moyen,,"Extérieur très cimenté, grosses efflorescences","Portail d'entrée du château, façades et toitures du château et des dépendances, portail d'entrée du parc et l'ensemble formé par le pont et les deux pavillons dans le parc (cad. 2 13, 20) : inscription par arrêté du 1er octobre 1986",
I90NZ7,Porte de la Bruche,Molsheim,7.53068327495584,48.5617514178035,bon,,,Porte de la Bruche : inscription par arrêté du 18 juin 1929,2018-12-31
IJCHW3,Tour de fortifications,Molsheim,7.53078153091935,48.5621241972038,bon,,,Tour ronde située au bord du fossé : inscription par arrêté du 18 juin 1929,2018-12-31
I3BAFU,Puits,Molsheim,7.50613499563623,48.5861921867909,bon,,encrassement+fût comblé avec terre et plantes,Puits daté de 1563 : inscription par arrêté du 25 avril 1935,2018-12-31
ILCYQX,Vestiges du château de Hohenfels,Haguenau-Wissembourg,7.61386203854902,49.0029786594518,moyen,,,"Château de Hohenfels : vestiges en totalité y compris les éléments troglodytiques (cad. 9 1, 2) : inscription par arrêté du 30 décembre 1985",2018-12-31
I0LEEQ,Vestiges du château de Wineck ,Haguenau-Wissembourg,7.66209542620375,49.0135800974571,moyen,,,"Château de Wineck : vestiges en totalité y compris les éléments troglodytiques (cad. 49 2, 3) : inscription par arrêté du 30 décembre 1985",2018-12-31
IKYSC7,Ruines du château de Schoeneck,Haguenau-Wissembourg,7.65849474585083,49.0187570378188,moyen,,,"Les ruines du château (cad. 33 7, 8) : inscription par arrêté du 28 décembre 1984",2018-12-31
IYUG31,Auberge de la Couronne,Sélestat-Erstein,7.42478489000876,48.3233942120056,bon,,,Façades et toitures : inscription par arrêté du 6 janvier 1930,2018-12-31
I5XABE,Chapelle Notre-Dame,Sélestat-Erstein,7.42344200120391,48.3277693531236,bon,,à fait l'objet d'une récente restauration des élévations et de la couverture,Chapelle de la Vierge : inscription par arrêté du 6 janvier 1930,2018-12-31
IBEA2R,Chapelle Saint-Jean-Baptiste,Sélestat-Erstein,7.44794448354606,48.3162862566656,moyen,,,"Chapelle Saint-Jean-Baptiste (cad. E 4, 110) : inscription par arrêté du 31 mai 1965",2018-12-31
I54AV3,Chapelle de Saint-Sébastien,Sélestat-Erstein,7.41978175929799,48.3271128504825,moyen,,"enduits ciment et peintures acrylique, problème de gestion des eaux de pluies, sol imperméable",Chapelle de Saint-Sébastien et le rétable en bois sculpté : classement par arrêté du 24 mai 1921,2018-12-31
IH19EM,Ruines du Château de Bernstein ,Sélestat-Erstein,7.39963323959028,48.3217676294646,moyen,,"ruines: conserver une gestion annuel des travaux d'entretien(dé-végétalisation,maçonneries)",Château de Bernstein (ruines) : inscription par arrêté du 12 décembre 1932,2018-12-31
IH9MNJ,Fontaine,Sélestat-Erstein,7.42501735539097,48.3237008071856,moyen,,,Fontaine dite Stockbrunnen : inscription par arrêté du 6 janvier 1930,2018-12-31
