ID,Nom,Arrondissemnt,Coor_x,Coor_y,Status,Dommages,Commentaire,Précision,Date
ISRB69,Centre de fermentation des tabacs,Sélestat-Erstein,7.5947412858805,48.3707747604368,bon,0.0,"patchwork de menuiseries pvc, bois et alu. ",Façades et toitures du complexe industriel et du pavillon administratif (cad. D 1408/352) : inscription par arrêté du 20 décembre 1988,2018-12-31
IAUBZE,Ancien château épiscopal,Sélestat-Erstein,7.5961028112935,48.3708066269935,bon,35.0,les éléments de sous bassement sont dégradés(remontées capillaires) sol étanche à déposer,Porte Renaissance (cad. D 351) : inscription par arrêté du 20 décembre 1988,2018-12-31
IQI9J7,Hôpital,Sélestat-Erstein,7.59533086143632,48.368841885899556,moyen,20.0,manque d'entretien lente dégradation,"Façades sur rue et sur cour y compris la pierre tombale encastrée dans la façade sur cour, et le vestibule d'entrée du bâtiment au fond de la cour : inscription par arrêté du 12 octobre 1929",2018-12-31
I2MH9W,Hôtel de ville,Sélestat-Erstein,7.59497073805894,48.3691083555836,bon,30.0,,Façades avec tour d'horloge et toitures : inscription par arrêté du 12 octobre 1929,2018-12-31
IUT1F6,Maison,Sélestat-Erstein,7.59574070231565,48.3696080975438,mauvais,,"enduits au ciment, peintures acryliques, mise hors d'eau et hors air ",Façades et toitures ; tourelle d'escalier ; au rez-de-chaussée à l'intérieur : chambranle de porte à clef armoriée (cad. D 1237) : inscription par arrêté du 20 décembre 1988,
IMTPW1,Maison,Sélestat-Erstein,7.59489250225822,48.369477584243,bon,90.0,escalier sur cour pas vu,Pierre sculptée de la façade sur rue et escalier avec porte sur cour : inscription par arrêté du 12 octobre 1929,2018-12-31
I9L756,Ancien relais de poste à chevaux,Sélestat-Erstein,7.5913599448314,48.3715405837188,moyen,,Le bâtiment principal est restauré. Projets de restauration des annexes en cours,"Mur de clôture de la cour avec ses deux porches d'entrée et de sortie et sa porte piétonne médiane en fer forgé rocaille ; les façades et toitures du corps de logis principal à l'exclusion de la véranda ; à l'intérieur au rez-de-chaussée : l'escalier à balustres en bois dans le hall d'entrée, la salle à manger avec son plafond à corniche stuquée et sa cheminée de style Louis XV avec son trumeau ; façades et toitures des dépendances et du pavillon de jardin dans le parc (cad. D 8, 1086/8) : inscription par arrêté du 1er octobre 1986",
I447LF,Site archéologique,Sélestat-Erstein,7.61392909966049,48.3690259538533,bon,30.0,site archéo,"Site archéologique (cad. B 173, 392/181, 182/186, 456/186) : inscription par arrêté du 16 juillet 1976",2018-12-31
IL2LH0,Synagogue,Sélestat-Erstein,7.59473814381252,48.370477240137,mauvais,0.0,"périls sur les décors intérieurs, maçonneries a restaurer et mise hors d'eau urgente",Synagogue (cad. D 748/338) : inscription par arrêté du 8 octobre 1984,2018-12-31
IK4BKR,Eglise protestante,Saverne,7.15668419580098,48.8978883876707,bon,10.0,Intérieurs non visités.,Eglise protestante (cad. 1 121) : classement par arrêté du 26 juin 1990,2018-12-31
ISZ1NU,Eglise catholique Notre-Dame,Sélestat-Erstein,7.46382692576137,48.4528427659893,mauvais,,"couverture ardoises,maçonnerie pierre de taille + chéneaux à revoir.remontées capillaire importantes",Armoire murale encastrée dans la tour : inscription par arrêté du 21 avril 1934,2018-12-31
ISOF6X,Maison,Sélestat-Erstein,7.46207610048911,48.4522146309599,moyen,,travaux d'entretien sur les couvertures et réfection des enduits à prévoir,Oriel sur la façade principale : inscription par arrêté du 21 avril 1934,2018-12-31
I4W2G2,Puits,Sélestat-Erstein,7.46301862136326,48.4512226030347,bon,45.0,"entretien régulier, mousse localisée",Puits : inscription par arrêté du 21 avril 1934,2018-12-31
IXS4U7,Puits,Sélestat-Erstein,7.46601442795865,48.4541080311103,moyen,45.0,consolidations ponctuelles au mortier de ciment,Puits : inscription par arrêté du 21 avril 1934,2018-12-31
